ID;Nom;EAN;Mon Prix Achat HT;Mon Prix Vente TTC;Mon Coef;Ma Marge Brute %;Prix Min Marché;Prix Max Marché;Prix Moyen Marché;3 Reliques;4 Maisons;Wizard Shop;2 Balais;Conseil
"334";"Sac d’Hermione";"NN7450";"31.20";"59.95";"1.92";"37.5%";"59.90";"59.90";"59.90";"59.90";"-";"-";"-";"Marge faible (Vérifier)"
"336";"Baguette de Harry Potter prise au rafleur";"NN8200";"18.85";"35.95";"1.91";"37.1%";"39.90";"39.99";"39.95";"39.90";"39.99";"39.95";"-";"Marge faible (Vérifier)"
"337";"Peluche Niffleur";"NN8141";"12.35";"24.95";"2.02";"40.6%";"25.90";"44.99";"36.13";"25.90";"44.99";"37.50";"0.00";"Marge faible (Vérifier)"
"338";"Grande Peluche Livre des Monstres";"NN7972";"29.90";"59.95";"2.01";"40.2%";"59.99";"59.99";"59.99";"-";"59.99";"-";"0.00";"Marge faible (Vérifier)"
"339";"Baguette présentoir - Dolores Ombrage";"NN7607";"28.60";"54.95";"1.92";"37.5%";"39.90";"39.99";"39.95";"39.90";"39.99";"39.95";"-";"Trop cher (Baisser !)"
"341";"Plaque Murale du Chemin de Traverse";"NN7058";"26.00";"49.90";"1.92";"37.5%";"34.90";"49.90";"42.40";"34.90";"-";"49.90";"-";"Marge faible (Vérifier)"
"342";"Baguette de Cédric Diggory";"NN8202";"18.85";"35.95";"1.91";"37.1%";"39.90";"39.99";"39.95";"39.90";"39.99";"39.95";"-";"Marge faible (Vérifier)"
"343";"Baguette de Molly Weasley";"NN8214";"18.85";"35.95";"1.91";"37.1%";"36.99";"39.95";"38.28";"37.90";"36.99";"39.95";"-";"Marge faible (Vérifier)"
"344";"Baguette de Narcissa Malefoy";"NN8220";"18.85";"35.95";"1.91";"37.1%";"37.90";"39.99";"39.28";"37.90";"39.99";"39.95";"-";"Marge faible (Vérifier)"
"345";"Baguette de Cho Chang";"NN8204";"18.85";"35.95";"1.91";"37.1%";"39.90";"39.99";"39.95";"39.90";"39.99";"39.95";"-";"Marge faible (Vérifier)"
"346";"Porte-clés Chocogrenouille";"NN7229";"8.06";"16.50";"2.05";"41.4%";"11.90";"14.99";"12.95";"11.90";"14.99";"11.95";"0.00";"Trop cher (Baisser !)"
"347";"Baguette de Fleur Delacour";"NN8246";"18.85";"35.95";"1.91";"37.1%";"39.90";"39.99";"39.95";"39.90";"39.99";"39.95";"-";"Marge faible (Vérifier)"
"348";"Flasque de Maugrey Fol Oeil";"NN8419";"18.85";"35.95";"1.91";"37.1%";"34.90";"34.90";"34.90";"-";"-";"34.90";"-";"Marge faible (Vérifier)"
"349";"Porte-cles Ministère de la Magie";"NNXT0021";"6.50";"12.99";"2.00";"40.0%";"11.90";"13.99";"12.95";"11.90";"13.99";"-";"-";"Marge faible (Vérifier)"
"350";"Baguette de Nymphadora Tonks";"NN8250";"18.85";"35.95";"1.91";"37.1%";"37.90";"39.99";"39.28";"37.90";"39.99";"39.95";"-";"Marge faible (Vérifier)"
"351";"Harry Potter - Porte-clés Poudlard";"NN7681";"5.85";"11.95";"2.04";"41.3%";"11.90";"11.99";"11.95";"11.90";"11.99";"-";"-";"Marge faible (Vérifier)"
"352";"Baguette d’Arthur Weasley";"NN8212";"18.85";"35.95";"1.91";"37.1%";"39.90";"39.99";"39.95";"39.90";"39.99";"39.95";"-";"Marge faible (Vérifier)"
"353";"Collection des baguettes des frères Weasley";"NN7495";"46.80";"84.95";"1.82";"33.9%";"39.90";"39.99";"39.95";"39.90";"39.99";"39.95";"-";"Trop cher (Baisser !)"
"354";"Baguette de Alastor Maugrey Fol Oeil";"NN8288";"18.85";"35.95";"1.91";"37.1%";"39.90";"39.99";"39.95";"39.90";"39.99";"39.95";"-";"Marge faible (Vérifier)"
"355";"Baguette de Lucius Malefoy";"NN8208";"18.85";"35.95";"1.91";"37.1%";"37.90";"39.99";"39.28";"37.90";"39.99";"39.95";"0.00";"Marge faible (Vérifier)"
"356";"Baguette de Grindelwald";"NN8230";"18.85";"35.95";"1.91";"37.1%";"39.90";"39.99";"39.95";"39.90";"39.99";"39.95";"-";"Marge faible (Vérifier)"
"357";"Présentoir 4 baguettes";"NN8040";"29.90";"59.95";"2.01";"40.2%";"39.95";"59.90";"46.61";"59.90";"39.99";"39.95";"-";"Marge faible (Vérifier)"
"358";"Baguette du Professeur Horace Slughorn";"NN8294";"18.85";"35.95";"1.91";"37.1%";"39.90";"39.99";"39.95";"39.90";"39.99";"39.95";"-";"Marge faible (Vérifier)"
"359";"Présentoir Poudlard pour baguette";"NN9520";"17.50";"34.95";"2.00";"39.9%";"39.90";"39.99";"39.95";"39.90";"39.99";"39.95";"-";"Opportunité (Augmenter !)"
"360";"Baguette du Professeur Trelawney";"NN8254";"18.85";"35.95";"1.91";"37.1%";"39.90";"39.99";"39.95";"39.90";"39.99";"39.95";"-";"Marge faible (Vérifier)"
"361";"Baguette de Kingsley Shacklebolt";"NN8286";"18.85";"35.95";"1.91";"37.1%";"39.90";"39.99";"39.95";"39.90";"39.99";"39.95";"-";"Marge faible (Vérifier)"
"362";"Baguette de Viktor Krum";"NN8282";"18.85";"35.95";"1.91";"37.1%";"37.90";"39.99";"39.28";"37.90";"39.99";"39.95";"-";"Marge faible (Vérifier)"
"363";"Baguette de Parvati Patil";"NN8284";"18.85";"35.95";"1.91";"37.1%";"37.90";"39.99";"39.28";"37.90";"39.99";"39.95";"-";"Marge faible (Vérifier)"
"364";"Baguette de Dean Thomas";"NN8236";"18.85";"35.95";"1.91";"37.1%";"39.90";"39.99";"39.95";"39.90";"39.99";"39.95";"-";"Marge faible (Vérifier)"
"365";"Baguette de Seamus Finnigan";"NN8276";"18.85";"35.95";"1.91";"37.1%";"37.90";"39.99";"39.28";"37.90";"39.99";"39.95";"-";"Marge faible (Vérifier)"
"366";"Baguette de Remus Lupin";"NN8298";"18.85";"35.95";"1.91";"37.1%";"37.90";"39.99";"39.28";"37.90";"39.99";"39.95";"-";"Marge faible (Vérifier)"
"367";"Baguette de Neville Londubat";"NN8292";"18.85";"35.95";"1.91";"37.1%";"37.90";"39.99";"39.28";"37.90";"39.99";"39.95";"-";"Marge faible (Vérifier)"
"368";"Baguette de Olivier Dubois";"NN8258";"18.85";"35.95";"1.91";"37.1%";"37.90";"39.99";"39.28";"37.90";"39.99";"39.95";"-";"Marge faible (Vérifier)"
"369";"Baguette de Luna Lovegood";"NN8232";"18.85";"35.95";"1.91";"37.1%";"37.90";"39.99";"39.28";"37.90";"39.99";"39.95";"-";"Marge faible (Vérifier)"
"370";"Baguette de James Potter";"NN8206";"18.85";"35.95";"1.91";"37.1%";"37.90";"39.99";"39.28";"37.90";"39.99";"39.95";"-";"Marge faible (Vérifier)"
"371";"Baguette de Ginny Weasley";"NN8210";"18.85";"35.95";"1.91";"37.1%";"39.90";"39.99";"39.95";"39.90";"39.99";"39.95";"-";"Marge faible (Vérifier)"
"372";"Collier de Xenophilius Lovegood";"NN7007";"30.55";"55.95";"1.83";"34.5%";"55.95";"55.95";"55.95";"-";"-";"55.95";"0.00";"Marge faible (Vérifier)"
"373";"Journal de Tom Jedusor";"NN7263";"18.85";"34.95";"1.85";"35.3%";"6.90";"44.90";"25.90";"44.90";"-";"6.90";"0.00";"Marge faible (Vérifier)"
"374";"Journal - Poudlard";"NN7335";"16.25";"32.90";"2.02";"40.7%";"32.99";"32.99";"32.99";"-";"32.99";"-";"-";"Marge faible (Vérifier)"
"375";"Réplique du parapluie de Rubeus Hagrid";"NN7865";"35.01";"69.95";"2.00";"39.9%";"69.95";"69.95";"69.95";"-";"-";"69.95";"-";"Marge faible (Vérifier)"
"376";"Sceau - Poudlard";"NN7085";"17.55";"34.95";"1.99";"39.7%";"35.90";"35.90";"35.90";"35.90";"-";"-";"-";"Marge faible (Vérifier)"
"377";"Baguette magique boîte Ollivander Sirius Black";"NN7081";"20.80";"39.95";"1.92";"37.5%";"39.90";"39.99";"39.95";"39.90";"39.99";"39.95";"-";"Marge faible (Vérifier)"
"379";"Petite peluche Pattenrond";"NN7638";"12.35";"24.95";"2.02";"40.6%";"24.95";"25.90";"25.28";"25.90";"24.99";"24.95";"0.00";"Marge faible (Vérifier)"
"380";"Baguette magique boîte Ollivander Voldemort";"NN7331";"20.80";"39.95";"1.92";"37.5%";"39.90";"39.99";"39.95";"39.90";"39.99";"39.95";"-";"Marge faible (Vérifier)"
"381";"Peluche Collector Mandragore électronique";"NN7506";"29.90";"59.95";"2.01";"40.2%";"Infinity";"-Infinity";"NaN";"-";"-";"-";"0.00";"Trop cher (Baisser !)"
"382";"Baguette magique boîte Ollivander Drago Malefoy";"NN7256";"20.80";"39.95";"1.92";"37.5%";"39.90";"39.99";"39.95";"39.90";"39.99";"39.95";"-";"Marge faible (Vérifier)"
"383";"Baguette magique boîte Ollivander Severus Rogue";"NN7150";"20.80";"39.95";"1.92";"37.5%";"39.90";"39.99";"39.95";"39.90";"39.99";"39.95";"-";"Marge faible (Vérifier)"
"384";"Baguette magique boîte Ollivander Leta Lestrange";"NN8071";"20.80";"39.95";"1.92";"37.5%";"39.90";"39.99";"39.95";"39.90";"39.99";"39.95";"-";"Marge faible (Vérifier)"
"385";"Baguette magique boîte Ollivander Albus Dumbledore";"NN7145";"20.80";"39.95";"1.92";"37.5%";"39.90";"39.99";"39.95";"39.90";"39.99";"39.95";"-";"Marge faible (Vérifier)"
"386";"Présentoir Gryffondor pour baguette";"NN9522";"17.50";"34.95";"2.00";"39.9%";"39.90";"39.99";"39.95";"39.90";"39.99";"39.95";"-";"Opportunité (Augmenter !)"
"387";"Baguette magique boîte Ollivander Hermione";"NN7021";"20.80";"39.95";"1.92";"37.5%";"39.90";"39.99";"39.95";"39.90";"39.99";"39.95";"-";"Marge faible (Vérifier)"
"388";"Présentoir Poufsouffle pour baguette";"NN9526";"17.50";"34.95";"2.00";"39.9%";"39.90";"39.99";"39.95";"39.90";"39.99";"39.95";"-";"Opportunité (Augmenter !)"
"389";"Baguette magique boîte Ollivander Ron Weasley";"NN7462";"20.80";"39.95";"1.92";"37.5%";"39.90";"39.99";"39.95";"39.90";"39.99";"39.95";"-";"Marge faible (Vérifier)"
"390";"Arwen - Présentoir Étoile du Soir";"NN9551";"18.20";"34.95";"1.92";"37.5%";"34.90";"34.90";"34.90";"34.90";"-";"-";"-";"Marge faible (Vérifier)"
"391";"Baguette magique boîte Ollivander Harry Potter";"NN7005";"20.80";"39.95";"1.92";"37.5%";"39.90";"39.99";"39.95";"39.90";"39.99";"39.95";"-";"Marge faible (Vérifier)"
"392";"Carte du Maraudeur";"NN7888";"12.50";"30.00";"2.40";"50.0%";"3.99";"39.90";"20.26";"39.90";"3.99";"16.90";"0.00";"RAS"
"393";"Pull Gryffondor";"CR1511";"21.50";"44.95";"2.09";"42.6%";"79.90";"79.90";"79.90";"79.90";"-";"-";"0.00";"Opportunité (Augmenter !)"
"394";"Pull Serpentard";"CR1512";"21.50";"44.95";"2.09";"42.6%";"79.90";"79.90";"79.90";"79.90";"-";"-";"0.00";"Opportunité (Augmenter !)"
"395";"Pull Serdaigle";"CR1513";"21.50";"44.95";"2.09";"42.6%";"79.90";"79.90";"79.90";"79.90";"-";"-";"0.00";"Opportunité (Augmenter !)"
"396";"Pull Poufsouffle";"CR1514";"21.50";"44.95";"2.09";"42.6%";"79.90";"79.90";"79.90";"79.90";"-";"-";"0.00";"Opportunité (Augmenter !)"
"397";"Robe de Sorcier - Serpentard";"CR1202";"48.75";"99.95";"2.05";"41.5%";"84.99";"89.00";"86.96";"86.90";"84.99";"89.00";"0.00";"Trop cher (Baisser !)"
"398";"Robe de Sorcier - Serdaigle";"CR1203";"48.75";"99.95";"2.05";"41.5%";"39.99";"99.95";"75.61";"86.90";"39.99";"99.95";"0.00";"Marge faible (Vérifier)"
"399";"Robe de Sorcier - Poufsouffle";"CR1204";"48.75";"99.95";"2.05";"41.5%";"84.99";"89.00";"86.96";"86.90";"84.99";"89.00";"0.00";"Trop cher (Baisser !)"
"400";"Robe de Sorcier - Gryffondor";"CR1201";"48.75";"99.95";"2.05";"41.5%";"39.99";"99.95";"75.61";"86.90";"39.99";"99.95";"0.00";"Marge faible (Vérifier)"
"433";"Set Enfant Gants tactiles & Bonnet - Gryffondor";"CR1321";"11.00";"24.95";"2.27";"47.1%";"19.90";"19.90";"19.90";"-";"-";"19.90";"-";"Trop cher (Baisser !)"
"438";"Carnet Serdaigle 128 pages";"CR5003";"4.50";"9.95";"2.21";"45.7%";"10.00";"10.00";"10.00";"-";"-";"10.00";"-";"RAS"
"440";"Marque-page Gryffondor";"EHPBM0022";"4.80";"11.95";"2.49";"51.8%";"9.90";"16.99";"13.45";"-";"16.99";"9.90";"-";"RAS"
"441";"Marque-page Serpentard";"EHPBM0023";"4.80";"11.95";"2.49";"51.8%";"12.00";"16.99";"14.49";"-";"16.99";"12.00";"-";"RAS"
"446";"Journal - The Tales of Beedle the Bard";"HJ11";"7.82";"19.99";"2.56";"53.1%";"20.00";"20.00";"20.00";"-";"-";"20.00";"0.00";"RAS"
"447";"Poster - Tapisserie de la famille Black";"HPP23";"7.15";"14.99";"2.10";"42.8%";"17.00";"17.00";"17.00";"-";"-";"17.00";"-";"Opportunité (Augmenter !)"
"463";"Mug - 320 ml - Honeydukes";"ABYMUG798";"4.99";"9.99";"2.00";"40.1%";"Infinity";"-Infinity";"NaN";"-";"-";"-";"0.00";"Trop cher (Baisser !)"
"482";"Mug Heat Change - 460 ml - Patronus";"ABYMUG422";"6.99";"14.99";"2.14";"44.0%";"16.99";"16.99";"16.99";"-";"16.99";"-";"-";"Opportunité (Augmenter !)"
"487";"Plaque Poudlard express quai 9 3/4";"NN7041";"26.00";"49.90";"1.92";"37.5%";"49.90";"49.90";"49.90";"-";"-";"49.90";"-";"Marge faible (Vérifier)"
"488";"Baguette du Professeur Filius Flitwick";"NN8262";"18.85";"35.95";"1.91";"37.1%";"39.90";"39.99";"39.95";"39.90";"39.99";"39.95";"-";"Marge faible (Vérifier)"
"489";"Baguette de Bill Weasley";"NN8216";"18.85";"35.95";"1.91";"37.1%";"39.90";"39.99";"39.95";"39.90";"39.99";"39.95";"-";"Marge faible (Vérifier)"
"490";"Porte-clés Retourneur de Temps";"NN7235";"8.06";"16.50";"2.05";"41.4%";"11.90";"24.90";"17.26";"11.90";"14.99";"24.90";"0.00";"Marge faible (Vérifier)"
"491";"Boucles d'oreilles - Chocogrenouille et la boîte plaqué or";"EWES0157";"3.75";"8.99";"2.40";"49.9%";"62.90";"62.90";"62.90";"62.90";"-";"-";"-";"Opportunité (Augmenter !)"
"493";"Gants tactiles - Gryffondor pourpre et or";"CR1401";"7.30";"16.95";"2.32";"48.3%";"16.90";"16.90";"16.90";"-";"-";"16.90";"0.00";"RAS"
"495";"Gants tactiles - Serdaigle";"CR1403";"7.30";"16.95";"2.32";"48.3%";"16.90";"16.90";"16.90";"-";"-";"16.90";"0.00";"RAS"
"496";"Gants tactiles - Serpentard";"CR1402";"7.30";"16.95";"2.32";"48.3%";"16.90";"16.90";"16.90";"-";"-";"16.90";"0.00";"RAS"
"500";"Pin's Drago Malfoy";"EPBC0087";"2.80";"7.99";"2.85";"57.9%";"7.90";"7.90";"7.90";"-";"-";"7.90";"-";"RAS"
"502";"Porte-clés Miroir du Riséd";"EKH0159";"5.95";"12.99";"2.18";"45.0%";"11.90";"69.99";"31.30";"11.90";"69.99";"12.00";"-";"Marge faible (Vérifier)"
"503";"Boucles d'oreilles - Vif d'Or";"EWES004";"3.75";"8.99";"2.40";"49.9%";"12.90";"12.99";"12.95";"12.90";"12.99";"-";"0.00";"Opportunité (Augmenter !)"
"511";"Peluche Botruc";"NN5089";"12.35";"24.95";"2.02";"40.6%";"24.95";"25.90";"25.28";"25.90";"24.99";"24.95";"0.00";"Marge faible (Vérifier)"
"512";"Baguette magique boîte Ollivander Spielman";"NN8073";"20.80";"39.95";"1.92";"37.5%";"39.90";"39.99";"39.95";"39.90";"39.99";"39.95";"-";"Marge faible (Vérifier)"
"513";"Baguette magique boîte Ollivander Yusuf Kama";"NN8075";"20.80";"39.95";"1.92";"37.5%";"39.90";"39.99";"39.95";"39.90";"39.99";"39.95";"-";"Marge faible (Vérifier)"
"514";"Baguette magique boîte Ollivander Abernathy";"NN8077";"20.80";"39.95";"1.92";"37.5%";"39.90";"39.99";"39.95";"39.90";"39.99";"39.95";"-";"Marge faible (Vérifier)"
"515";"Baguette magique boîte Ollivander Thésée Dragonneau";"NN8081";"20.80";"39.95";"1.92";"37.5%";"39.90";"39.99";"39.95";"39.90";"39.99";"39.95";"-";"Marge faible (Vérifier)"
"516";"Baguette magique boîte Ollivander Skender";"NN8083";"20.80";"39.95";"1.92";"37.5%";"39.90";"39.99";"39.95";"39.90";"39.99";"39.95";"-";"Marge faible (Vérifier)"
"517";"Présentoir 5 baguettes Reliques de la Mort";"NN8088";"92.30";"179.95";"1.95";"38.4%";"39.90";"39.99";"39.95";"39.90";"39.99";"39.95";"-";"Trop cher (Baisser !)"
"518";"Peluche Hedwige";"NN8127";"12.35";"24.95";"2.02";"40.6%";"16.90";"44.99";"35.61";"16.90";"44.99";"44.95";"0.00";"Marge faible (Vérifier)"
"519";"Baguette magique boîte Ollivander Sr. Corvus Lestrange";"NN8063";"20.80";"39.95";"1.92";"37.5%";"39.90";"39.99";"39.95";"39.90";"39.99";"39.95";"-";"Marge faible (Vérifier)"
"520";"Baguette magique boîte Ollivander Vinda Rosier";"NN8057";"20.80";"39.95";"1.92";"37.5%";"39.90";"39.99";"39.95";"39.90";"39.99";"39.95";"-";"Marge faible (Vérifier)"
"521";"Stylo baguette & Marque-page Hermione";"NN8634";"5.20";"9.95";"1.91";"37.3%";"9.90";"39.99";"29.93";"39.90";"39.99";"9.90";"-";"Marge faible (Vérifier)"
"522";"Stylo baguette & Marque-page Voldemort";"NN8638";"5.20";"9.95";"1.91";"37.3%";"9.95";"39.99";"29.95";"39.90";"39.99";"9.95";"-";"Marge faible (Vérifier)"
"523";"Stylo baguette & Marque-page Harry Potter";"NN8636";"5.20";"9.95";"1.91";"37.3%";"9.95";"39.99";"29.95";"39.90";"39.99";"9.95";"-";"Marge faible (Vérifier)"
"524";"Stylo baguette & Marque-page Ron Weasley";"NN7992";"5.20";"9.95";"1.91";"37.3%";"9.90";"39.99";"29.93";"39.90";"39.99";"9.90";"-";"Marge faible (Vérifier)"
"525";"Baguette de Percy Weasley";"NN8218";"18.85";"35.95";"1.91";"37.1%";"37.90";"39.99";"39.28";"37.90";"39.99";"39.95";"-";"Marge faible (Vérifier)"
"526";"Baguette de Yaxley";"NN8238";"18.85";"35.95";"1.91";"37.1%";"37.90";"39.99";"39.28";"37.90";"39.99";"39.95";"-";"Marge faible (Vérifier)"
"527";"Stylo baguette & Marque-page Narcissa Malefoy";"NN7994";"5.20";"9.95";"1.91";"37.3%";"9.90";"39.99";"29.93";"39.90";"39.99";"9.90";"-";"Marge faible (Vérifier)"
"528";"Baguette de Bellatrix Lestrange";"NN8272";"18.85";"35.95";"1.91";"37.1%";"39.90";"39.99";"39.95";"39.90";"39.99";"39.95";"0.00";"Marge faible (Vérifier)"
"529";"Stylo baguette & Marque-page Luna Lovegood";"NN7998";"5.20";"9.95";"1.91";"37.3%";"9.90";"39.99";"29.93";"39.90";"39.99";"9.90";"-";"Marge faible (Vérifier)"
"530";"Stylo - Niffleur";"NN5128";"11.44";"22.95";"2.01";"40.2%";"23.95";"23.95";"23.95";"-";"-";"23.95";"-";"Marge faible (Vérifier)"
"531";"Petite Peluche Demiguise";"NN7912";"12.35";"24.95";"2.02";"40.6%";"24.99";"24.99";"24.99";"-";"24.99";"-";"0.00";"Marge faible (Vérifier)"
"532";"Baguette de Ron Weasley";"NN8413";"18.85";"35.95";"1.91";"37.1%";"37.90";"39.99";"39.28";"37.90";"39.99";"39.95";"-";"Marge faible (Vérifier)"
"533";"Baguette de Hermione Granger";"NN8411";"18.85";"35.95";"1.91";"37.1%";"39.90";"39.99";"39.95";"39.90";"39.99";"39.95";"-";"Marge faible (Vérifier)"
"534";"Baguette de Alecto Carrow";"NN8280";"18.85";"35.95";"1.91";"37.1%";"39.90";"39.99";"39.95";"39.90";"39.99";"39.95";"-";"Marge faible (Vérifier)"
"535";"Baguette de Mangemort (vague)";"NN8223";"18.85";"35.95";"1.91";"37.1%";"37.90";"39.99";"39.28";"37.90";"39.99";"39.95";"-";"Marge faible (Vérifier)"
"536";"Baguette de Vincent Crabbe";"NN8228";"18.85";"35.95";"1.91";"37.1%";"37.90";"39.99";"39.28";"37.90";"39.99";"39.95";"-";"Marge faible (Vérifier)"
"537";"Baguette de Mangemort (épine)";"NN8226";"18.85";"35.95";"1.91";"37.1%";"37.90";"39.99";"39.28";"37.90";"39.99";"39.95";"-";"Marge faible (Vérifier)"
"538";"Baguette de Mangemort (étalon)";"NN8225";"18.85";"35.95";"1.91";"37.1%";"37.90";"39.99";"39.28";"37.90";"39.99";"39.95";"-";"Marge faible (Vérifier)"
"539";"Baguette de Mangemort (Serpent)";"NN8224";"18.85";"35.95";"1.91";"37.1%";"37.90";"39.99";"39.28";"37.90";"39.99";"39.95";"-";"Marge faible (Vérifier)"
"540";"Baguette de Rufus Scrimgeour";"NN8242";"18.85";"35.95";"1.91";"37.1%";"37.90";"39.99";"39.28";"37.90";"39.99";"39.95";"-";"Marge faible (Vérifier)"
"541";"Baguette de Fenrir Greyback";"NN8296";"18.85";"35.95";"1.91";"37.1%";"39.90";"39.99";"39.95";"39.90";"39.99";"39.95";"-";"Marge faible (Vérifier)"
"542";"Baguette de Gregorovitch";"NN8260";"18.85";"35.95";"1.91";"37.1%";"39.90";"39.99";"39.95";"39.90";"39.99";"39.95";"-";"Marge faible (Vérifier)"
"543";"Baguette de Mangemort (crâne)";"NN8221";"18.85";"35.95";"1.91";"37.1%";"37.90";"39.99";"39.28";"37.90";"39.99";"39.95";"-";"Marge faible (Vérifier)"
"544";"Baguette du Professeur Albus Dumbledore - Sureau";"NN8401";"18.85";"35.95";"1.91";"37.1%";"39.90";"39.99";"39.95";"39.90";"39.99";"39.95";"-";"Marge faible (Vérifier)"
"545";"Baguette de Harry Potter";"NN8415";"18.85";"35.95";"1.91";"37.1%";"9.95";"69.90";"39.93";"69.90";"0.00";"9.95";"0.00";"Marge faible (Vérifier)"
"546";"Baguette de Pius Thicknesse";"NN8248";"18.85";"35.95";"1.91";"37.1%";"37.90";"39.99";"39.28";"37.90";"39.99";"39.95";"-";"Marge faible (Vérifier)"
"547";"Baguette de Madame Pomfresh";"NN8278";"18.85";"35.95";"1.91";"37.1%";"37.90";"39.99";"39.28";"37.90";"39.99";"39.95";"-";"Marge faible (Vérifier)"
"548";"Baguette de Lord Voldemort";"NN8403";"18.85";"35.95";"1.91";"37.1%";"37.90";"39.99";"39.28";"37.90";"39.99";"39.95";"-";"Marge faible (Vérifier)"
"549";"Baguette de Mondingus Fletcher";"NN8240";"18.85";"35.95";"1.91";"37.1%";"37.90";"39.99";"39.28";"37.90";"39.99";"39.95";"-";"Marge faible (Vérifier)"
"550";"Daily Prophet Plaque murale";"NN7052";"26.00";"49.90";"1.92";"37.5%";"49.90";"49.90";"49.90";"-";"-";"49.90";"-";"Marge faible (Vérifier)"
"551";"Stylo baguette et Marque-page Lucius Malefoy";"NN7984";"5.20";"9.95";"1.91";"37.3%";"9.90";"39.99";"29.93";"39.90";"39.99";"9.90";"-";"Marge faible (Vérifier)"
"552";"Peluche Croutard";"NN7977";"12.35";"24.95";"2.02";"40.6%";"24.95";"25.90";"25.28";"25.90";"24.99";"24.95";"0.00";"Marge faible (Vérifier)"
"553";"Stylo baguette & Marque-page Dumbledore";"NN8632";"5.20";"9.95";"1.91";"37.3%";"9.90";"39.99";"29.93";"39.90";"39.99";"9.90";"-";"Marge faible (Vérifier)"
"556";"Baguette magique boîte Ollivander Bunty";"NN8055";"20.80";"39.95";"1.92";"37.5%";"39.90";"39.99";"39.95";"39.90";"39.99";"39.95";"-";"Marge faible (Vérifier)"
"557";"Stylo - Demiguise";"NN5137";"11.44";"22.95";"2.01";"40.2%";"21.95";"21.95";"21.95";"-";"-";"21.95";"-";"Marge faible (Vérifier)"
"558";"Présentoir Macusa et collection des 5 baguettes magiques";"NN5068";"92.30";"169.95";"1.84";"34.8%";"39.90";"39.99";"39.95";"39.90";"39.99";"39.95";"-";"Trop cher (Baisser !)"
"560";"Sculpture - Vif d’or";"NN7144";"43.50";"78.95";"1.81";"33.9%";"89.99";"89.99";"89.99";"89.99";"-";"-";"-";"Opportunité (Augmenter !)"
"561";"Les Champions du Tournoi des 3 Sorciers - Présentoir et baguettes";"NN7008";"92.30";"169.00";"1.83";"34.5%";"39.90";"39.99";"39.95";"39.90";"39.99";"39.95";"-";"Trop cher (Baisser !)"
"562";"Le Magicobus - puzzle 3D Wrebbit";"W3D0507";"17.49";"34.95";"2.00";"39.9%";"39.90";"39.90";"39.90";"39.90";"-";"-";"-";"Opportunité (Augmenter !)"
"565";"Marque-page Hermione";"EHPBM084";"3.35";"7.99";"2.39";"49.7%";"9.90";"9.90";"9.90";"-";"-";"9.90";"-";"Opportunité (Augmenter !)"
"566";"Marque-page Reliques de la mort";"EHPBM054";"3.35";"7.99";"2.39";"49.7%";"9.90";"9.90";"9.90";"-";"-";"9.90";"-";"Opportunité (Augmenter !)"
"568";"Marque-page Professeur Dumbledore";"EHPBM112";"3.35";"7.99";"2.39";"49.7%";"9.90";"9.90";"9.90";"-";"-";"9.90";"-";"Opportunité (Augmenter !)"
"569";"Marque-page Hedwige";"EHPBM087";"3.35";"7.99";"2.39";"49.7%";"9.90";"14.99";"12.45";"-";"14.99";"9.90";"-";"Opportunité (Augmenter !)"
"575";"Marque-page Quai 9 3/4";"EHPBM126";"3.35";"7.99";"2.39";"49.7%";"9.90";"9.90";"9.90";"-";"-";"9.90";"-";"Opportunité (Augmenter !)"
"576";"Marque-page Vif d'or";"EHPBM004";"3.35";"7.99";"2.39";"49.7%";"7.99";"9.90";"8.95";"-";"7.99";"9.90";"-";"RAS"
"577";"Cravate Poufsouffle - Logo tissé";"CR1134";"9.50";"19.95";"2.10";"42.9%";"16.90";"16.90";"16.90";"16.90";"-";"-";"-";"Trop cher (Baisser !)"
"578";"Puzzle The Wizarding World - 892 pcs - Harry Potter - 4D Citysca";"DC51108";"28.50";"59.95";"2.10";"43.0%";"24.90";"24.90";"24.90";"24.90";"-";"-";"-";"Trop cher (Baisser !)"
"580";"Poudlard Express - puzzle 3D Wrebbit";"W3D1009";"15.52";"37.95";"2.45";"50.9%";"39.90";"39.90";"39.90";"39.90";"-";"-";"-";"RAS"
"586";"Pin's Dobby l'elfe de maison";"EHPPB0013";"3.35";"7.99";"2.39";"49.7%";"7.90";"7.90";"7.90";"-";"7.90";"-";"-";"RAS"
"588";"Stylo Vif d'or";"EHPP0004";"2.25";"5.99";"2.66";"54.9%";"7.90";"7.90";"7.90";"7.90";"-";"-";"0.00";"Opportunité (Augmenter !)"
"589";"40 stickers Harry Potter Kawaii";"CR5207";"1.80";"4.95";"2.75";"56.4%";"Infinity";"-Infinity";"NaN";"-";"-";"-";"0.00";"Trop cher (Baisser !)"
"590";"Badge Pin's Chocogrenouilles";"EHPPB157";"4.75";"9.99";"2.10";"42.9%";"8.90";"9.90";"9.40";"9.90";"-";"8.90";"0.00";"Marge faible (Vérifier)"
"593";"Badge Pin's éclair - Harry potter";"EHPPB105";"3.35";"7.99";"2.39";"49.7%";"7.90";"7.90";"7.90";"-";"-";"7.90";"-";"RAS"
"594";"Porte-clés Retourneur de temps tournant (50 mm)";"EKH0097";"5.95";"12.99";"2.18";"45.0%";"11.90";"24.90";"17.26";"11.90";"14.99";"24.90";"0.00";"Marge faible (Vérifier)"
