"Referrer source","Referrer name","Session city","Online store visitors","Sessions"
"direct",,"Coronel Ezequiel",2,2
"search","google","Ugine",2,2
"direct",,"Imus",2,2
"search","google","Saint-Méen-le-Grand",2,2
"social","instagram","Semur-en-Auxois",2,2
"social","instagram","Goussainville",2,2
"search","google","Longwy",2,2
"social","facebook","Gisors",2,2
"direct",,"Afonso Cláudio",2,2
"social","instagram","Rivesaltes",2,2
"search","google","Étrépagny",2,2
"direct",,"Salt Lake City",2,2
"search","google","Lunéville",2,2
"search","google","Palermo",2,2
"social","facebook","Gambsheim",2,2
"social","facebook","Rognac",2,2
"direct",,"Palotina",2,2
"social","facebook","Harskirchen",1,2
"direct",,"Front Royal",2,2
"direct",,"Pitanga",2,2
"social","instagram","Lorris",1,2
"social","instagram","Le Puy-en-Velay",2,2
"direct",,"Norwalk",2,2
"search","google","Marly-le-Roi",2,2
"search","google","Seyssins",1,2
"social","instagram","Le Vaudreuil",2,2
"search","google","Holzminden",1,2
"direct",,"Bourg-Saint-Andéol",1,2
"social","facebook","Bourg-la-Reine",1,2
"direct",,"Moju",2,2
"social","instagram","Denée",1,2
"social","facebook","Comines",2,2
"social","facebook","Hazebrouck",2,2
"search","google","Charmes",2,2
"direct",,"North Bergen",2,2
"direct",,"Tepic",2,2
"social","instagram","Saultain",2,2
"direct",,"Rio dos Cedros",2,2
"direct",,"Lüleburgaz",2,2
"social","facebook","Soissons",2,2
"search","google","Seychalles",1,2
"social","instagram","Mesnil-Panneville",1,2
"social","facebook","Klang",2,2
"direct",,"Bellefond",1,2
"search","google","Delle",2,2
"search","google","Bresles",2,2
"social","facebook","Bobigny",1,2
"direct",,"Asfeld",1,2
"social","instagram","Trouville-sur-Mer",1,2
"social","facebook","La Ville-aux-Clercs",1,2
"search","qwant","Le Havre",1,2
"social","instagram","Étriché",2,2
"social","instagram","Bourg-Argental",1,2
"social","facebook","Tokyo",2,2
"direct",,"Itamaraju",2,2
"search","google","Crest",2,2
"social","facebook","Montgivray",2,2
"direct",,"Épinal",2,2
"social","facebook","Berck",2,2
"direct",,"Temecula",2,2
"search","google","Phalempin",2,2
"social","instagram","Zagreb",2,2
"direct",,"Bettendorf",2,2
"direct",,"Confresa",2,2
"direct",,"Thierville",1,2
"direct",,"Livry-Gargan",2,2
"direct",,"Popayán",2,2
"social","facebook","Houilles",2,2
"direct",,"Planalto",2,2
"direct",,"San Miguel de Allende",2,2
"social","facebook","Haubourdin",2,2
"direct",,"Guaratiba",2,2
"search","google","Élancourt",2,2
"social","facebook","Morestel",1,2
"direct",,"Lynn",2,2
"search","google","Saint-Hyacinthe",2,2
"search","google","Vic-le-Comte",2,2
"direct",,"Altos",2,2
"direct",,"Itaú de Minas",2,2
"social","facebook","Le Plessis-Robinson",1,2
"direct",,"José C. Paz",2,2
"direct",,"Novillard",2,2
"search","google","Périgny",2,2
"direct",,"Curuçá",2,2
"social","facebook","Le Blanc-Mesnil",2,2
"direct",,"Albi",2,2
"search","google","Rosheim",1,2
"direct",,"Copenhagen",2,2
"direct",,"Agen",2,2
"search","google","Le Creusot",2,2
"social","facebook","Capestang",2,2
"direct",,"Rumilly",1,2
"direct",,"San Martín",2,2
"social","facebook","Thiers",1,2
"social","instagram","Saint-Gilles",2,2
"social","facebook","Massongy",2,2
"direct",,"Bastos",2,2
"direct",,"Concord",2,2
"search","google","Baillargues",2,2
"social","instagram","Versailles",2,2
"social","facebook","Mailly-le-Camp",2,2
"direct",,"Joviânia",2,2
"direct",,"Santa Cruz Xoxocotlán",2,2
"social","facebook","Plonévez-Porzay",1,2
"social","facebook","Authie",2,2
"social","instagram","Roizy",1,2
"direct",,"Silver Spring",2,2
"direct",,"Millery",2,2
"direct",,"Piraju",2,2
"search","google","Aouste-sur-Sye",2,2
"direct",,"Sanford",2,2
"social","instagram","La Verpillière",2,2
"direct",,"Iporá",2,2
"social","facebook","Pornic",1,2
"direct",,"Srinagar",2,2
"search","google","Réalmont",1,2
"direct",,"Maipú",2,2
"search","google","Ormesson-sur-Marne",2,2
"social","facebook","Tergnier",2,2
"direct",,"Cajobi",2,2
"direct",,"Tacoma",2,2
"social","instagram","Vandœuvre-lès-Nancy",2,2
"direct",,"Santa Catarina",2,2
"social","facebook","Fos-sur-Mer",2,2
"direct",,"La Celle-Saint-Cloud",2,2
"search","ecosia","Lisieux",1,2
"direct",,"Sena Madureira Municipality",2,2
"search","google","Torre Santa Susanna",1,2
"social","facebook","Honfleur",1,2
"social","facebook","Helfaut",1,2
"direct",,"Itaipé",2,2
"direct",,"Bauzy",1,2
"social","instagram","Garches",1,2
"search","google","Dammarie-les-Lys",2,2
"search","google","Mouvaux",2,2
"search","google","Cavaillon",2,2
"direct",,"Saraguro",2,2
"social","instagram","Mezel",2,2
"search","google","Challans",2,2
"search","google","Trouville-sur-Mer",2,2
"direct",,"Carlópolis",2,2
"search","google","Eysines",2,2
"search","google","Aulnay",2,2
"direct",,"Dushanbe",2,2
"search","google","Dax",2,2
"search","google","Bouville",2,2
"search","google","Auxonne",2,2
"direct",,"Rio Branco",2,2
"search","google","Savenay",2,2
"direct",,"Santa Marta",2,2
"direct",,"Salon-de-Provence",2,2
"search","duckduckgo","Nantes",2,2
"search","google","Terrebonne",2,2
"direct",,"Gainesville",2,2
"search","google","Lourdes",2,2
"direct",,"Hayward",2,2
"social","facebook","Châteaurenard",2,2
"search","google","Brossard",2,2
"social","facebook","Chéroy",2,2
"direct",,"Hermosillo",2,2
"social","instagram","Saint-Pierre-d'Oléron",2,2
"social","facebook","Loos",2,2
"direct",,"Villarrica",2,2
"social","facebook","Chenôve",1,2
"direct",,"Mar de Ajó",2,2
"social","instagram","Marignane",2,2
"social","facebook","Châtillon-sur-Seine",2,2
"search","google","Orthez",2,2
"search","google","Carignan",2,2
"social","instagram","Duclair",1,2
"social","instagram","Auterive",1,2
"direct",,"Harly",1,2
"direct",,"Jacinto Machado",2,2
"social","facebook","Royan",1,2
"search","google","Morsang-sur-Orge",2,2
"social","facebook","Guebwiller",2,2
"social","facebook","Montpon-Ménestérol",2,2
"direct",,"Pinheiral",2,2
"search","google","Rivesaltes",2,2
"social","instagram","Drusenheim",2,2
"direct",,"Ceyras",1,2
"search","google","Amnéville",1,2
"social","facebook","Mauléon",2,2
"direct",,"Savigny-le-Temple",1,2
"search","bing","Levallois-Perret",1,2
"direct",,"Miribel",2,2
"direct",,"Villefranche-sur-Saône",2,2
"social","instagram","Bourg-Achard",2,2
"social","facebook","Vendôme",2,2
"direct",,"Araçoiaba da Serra",2,2
"direct",,"Barra Mansa",2,2
"search","google","Copenhagen",2,2
"social","facebook","Oberdorff",1,2
"direct",,"Paray-le-Monial",1,2
"search","bing","Lille",2,2
"social","instagram","Wattwiller",1,2
"direct",,"Magnesia ad Sipylum",2,2
"search","google","Éblange",2,2
"direct",,"Vaires-sur-Marne",1,2
"direct",,"McKinney",2,2
"direct",,"Buena Park",2,2
"social","instagram","Brignoles",1,2
"direct",,"Abreu e Lima",2,2
"search","ecosia","Nancy",2,2
"social","instagram","Pézenas",2,2
"direct",,"Charlotte",2,2
"social","facebook","Plougastel-Daoulas",2,2
"social","facebook","Aoste",1,2
"social","facebook","Lestrem",2,2
"social","facebook","Jullouville",1,2
"direct",,"Montdidier",2,2
"social","facebook","Arques-la-Bataille",1,2
"social","instagram","Mondelange",1,2
"social","facebook","Le Thou",2,2
"social","facebook","Foix",2,2
"social","instagram","Céaux",1,2
"direct",,"Elizabethtown",2,2
"search","google","Cestas",2,2
"social","instagram","Pont-du-Château",2,2
"social","facebook","Sarreguemines",2,2
"social","facebook","Orthez",1,2
"direct",,"Dom Pedrito",2,2
"social","instagram","Montivilliers",2,2
"social","facebook","Noumea",1,2
"direct",,"Purcellville",2,2
"social","facebook","Bischheim",2,2
"social","instagram","Gisors",2,2
"direct",,"Comodoro Rivadavia",2,2
"direct",,"Luiz Alves",2,2
"search","google","Saint-Pierre-d'Irube",2,2
"direct",,"Nhandeara",2,2
"direct",,"Constantina",2,2
"search","google","Mont-de-Marsan",2,2
"direct",,"Eugenópolis",2,2
"social","instagram","Villefontaine",2,2
"search","google","Stockholm",2,2
"search","google","Lagny-sur-Marne",2,2
"direct",,"Margny-lès-Compiègne",1,2
"search","bing","Dieppe",1,2
"direct",,"Barra do Choça",2,2
"direct",,"Lescar",1,2
"direct",,"Cannes",2,2
"social","facebook","Creutzwald",1,2
"direct",,"Boulazac",2,2
"direct",,"Ammerschwihr",2,2
"search","google","Vierzon",2,2
"social","instagram","Menton",2,2
"direct",,"Rio Pomba",2,2
"direct",,"Caetés",2,2
"direct",,"Arroio Grande",2,2
"search","google","Pinet",2,2
"social","facebook","Noyelles-sous-Lens",1,2
"search","google","Cuverville",2,2
"direct",,"Qujing",2,2
"search","google","Patay",1,2
"search","google","Manosque",1,2
"social","facebook","Six-Fours-les-Plages",2,2
"social","instagram","Dol-de-Bretagne",1,2
"direct",,"Nazaré",2,2
"direct",,"Casablanca",2,2
"direct",,"La Banda",2,2
"direct",,"Chantilly",2,2
"social","facebook","Crastatt",1,2
"search","google","Mazerolles",2,2
"search","google","La Bazoge",2,2
"direct",,"Moca",2,2
"direct",,"Monteiro",2,2
"direct",,"Carlisle",2,2
"social","facebook","Meylan",2,2
"social","instagram","Écommoy",2,2
"direct",,"Gdansk",2,2
"social","facebook","Belleville",1,2
"social","instagram","Nonancourt",2,2
"direct",,"São João do Pacuí",2,2
"search","google","Lormont",2,2
"search","google","Zug",2,2
"direct",,"Bradenton",2,2
"search","google","La Garnache",2,2
"search","google","Lissieu",1,2
"social","instagram","Laon",2,2
"direct",,"Villevaudé",1,2
"search","ecosia","Loudéac",2,2
"search","google","Mignaloux-Beauvoir",2,2
"search","google","Vérines",1,2
"direct",,"Carnaubal",2,2
"direct",,"Villeneuve-d'Ascq",1,2
"social","instagram","Guebwiller",2,2
"direct",,"Arcos",2,2
"direct",,"Poisy",2,2
"search","google","Rambouillet",2,2
"direct",,"Mucuri",2,2
"direct",,"Kayseri",2,2
"direct",,"Makati City",2,2
"direct",,"Concordia",2,2
"search","google","Bibost",2,2
"social","instagram","Beaumont",2,2
"search","google","Deuil-la-Barre",2,2
"social","facebook","Cenon",2,2
"social","instagram","Fleury",2,2
"direct",,"Fernando de la Mora",2,2
"social","facebook","Monistrol-sur-Loire",1,2
"search","google","Balaruc-les-Bains",2,2
"search","google","Chaville",2,2
"search","google","Fontaines-sur-Saône",2,2
"unknown","milirose",,2,2
"social","facebook","Berlin",2,2
"search","google","Pouzols",2,2
"social","instagram","Yvecrique",2,2
"direct",,"Pontes e Lacerda",2,2
"social","facebook","Fleury-Mérogis",2,2
"social","facebook","Colomiers",2,2
"direct",,"Gijón",2,2
"search","ecosia","Nantes",2,2
"search","google","Saint-Herblain",2,2
"direct",,"Odesa",2,2
"direct",,"Barro",2,2
"direct",,"Ljubljana",2,2
"direct",,"Malacacheta",2,2
"direct",,"Nogent-sur-Vernisson",2,2
"social","facebook","La Celle-Saint-Cloud",2,2
"search","google","Lamorlaye",2,2
"search","google","Étriché",2,2
"direct",,"Bogor",2,2
"social","instagram","Sainte-Foy-lès-Lyon",2,2
"direct",,"Baraqueville",1,2
"direct",,"Tulcán",2,2
"search","google","Villeneuve-sur-Lot",2,2
"social","instagram","Magnanville",1,2
"social","facebook","Le Perreux-sur-Marne",1,2
"direct",,"Mombaça",2,2
"social","facebook","Hem",2,2
"direct",,"Vincennes",2,2
"direct",,"Cristópolis",2,2
"social","instagram","Harnes",2,2
"social","facebook","Morières-lès-Avignon",1,2
"search","google","Véretz",2,2
"search","google","Hénin-Beaumont",2,2
"social","facebook","Guidel",2,2
"direct",,"Gennevilliers",2,2
"social","instagram","Bruguières",1,2
"direct",,"Turvo",2,2
"direct",,"Água Boa",2,2
"search","google","Pontoise",2,2
"direct",,"Kunshan",2,2
"social","facebook","Béthune",2,2
"direct",,"Baliza",2,2
"social","instagram","Lunel",2,2
"social","instagram","Sigournais",2,2
"search","google","Manage",2,2
"direct",,"San Pedro",2,2
"search","google","Millau",2,2
"direct",,"Cagayan de Oro",2,2
"unknown","youpili","Villeurbanne",1,2
"direct",,"Greenwood Village",2,2
"social","instagram","Bailleul",2,2
"direct",,"Soueich",2,2
"search","google","Fondettes",2,2
"social","instagram","Le Raincy",2,2
"social","instagram","Suresnes",2,2
"direct",,"Salto Grande",2,2
"social","instagram","Lanester",2,2
"direct",,"Chécy",1,2
"direct",,"Canton",2,2
"social","facebook","Jurques",1,2
"direct",,"Paron",2,2
"social","facebook","Senlis",2,2
"social","facebook","Le Manoir",2,2
"social","instagram","Berthecourt",1,2
"unknown","shopify","Rouen",2,2
"direct",,"Briançon",2,2
"search","google","Les Herbiers",2,2
"direct",,"Draguignan",2,2
"direct",,"Balcarce",2,2
"direct",,"Cléry-sur-Somme",1,2
"social","facebook","Chalonnes-sur-Loire",2,2
"search","google","Argenton-sur-Creuse",1,2
"email","gmail","Saint-Etienne",2,2
"search","google","Dublin",2,2
"social","facebook","Villepreux",1,2
"unknown","chatgpt","Val-dIzé",1,2
"social","instagram","Saint-Laurent-du-Var",2,2
"search","google","Lussy",2,2
"search","google","Neuville-sur-Saône",2,2
"social","instagram","Blaye",2,2
"search","google","Shawinigan",2,2
"social","facebook","Plélan-le-Grand",1,2
"direct",,"San Pedro Sula",2,2
"direct",,"La Vaupalière",2,2
"direct",,"Jasper",2,2
"unknown","listy","Agonac",1,2
"search","google","Graulhet",2,2
"social","instagram","Argentan",2,2
"direct",,"Goianá",2,2
"social","facebook","Sannois",1,2
"social","facebook","Quetigny",2,2
"search","google","Menton",2,2
"search","google","Jacou",2,2
"social","instagram","La Baule-Escoublac",2,2
"direct",,"Januária",2,2
"direct",,"Dom Eliseu",2,2
"social","instagram","Santo Domingo",2,2
"direct",,"Oklahoma City",2,2
"search","google","Mouy",2,2
"direct",,"Porto Belo",2,2
"search","google","Cormeilles-en-Parisis",2,2
"social","facebook","Normanville",2,2
"social","instagram","Saint-Max",2,2
"social","facebook","Sundhouse",1,2
"search","google","Néfiach",2,2
"social","facebook","Limay",2,2
"direct",,"Leuven",2,2
"search","google","Fitz-James",2,2
"direct",,"Teixeira",2,2
"direct",,"Tuxtla Gutiérrez",2,2
"search","google","Piscataway",2,2
"direct",,"Joinville-le-Pont",2,2
"search","google","Cesson",2,2
"direct",,"Lambersart",2,2
"social","facebook","Laval",2,2
"direct",,"Saint-Ouen",2,2
"social","instagram","Cluses",2,2
"social","facebook","Dietikon",2,2
"social","instagram","Oissel-sur-Seine",2,2
"search","google","Staffelfelden",2,2
"direct",,"Juína Municipality",2,2
"unknown","mesenvies","Amiens",2,2
"search","google","Aigues-Mortes",2,2
"unknown","tirokdo","Lyon",2,2
"social","instagram","Trélazé",1,2
"direct",,"Lahore",2,2
"social","instagram","New York",2,2
"search","google","Saint-Georges",2,2
"direct",,"Stoney Creek",2,2
"direct",,"Sobradinho",2,2
"social","facebook","La Chapelle-dAndaine",1,2
"search","google","Frameries",1,2
"direct",,"Pio XII",2,2
"direct",,"El Salto",2,2
"search","google","Meurchin",1,2
"social","instagram","Saintes",1,2
"social","instagram","Béthune",2,2
"social","instagram","Trélissac",2,2
"search","google","Pézenas",2,2
"search","google","La Crèche",2,2
"social","facebook","Vineuil",2,2
"social","instagram","Cambrai",2,2
"direct",,"Bronxville",2,2
"search","google","Drusenheim",2,2
"search","google","Bruay-sur-l'Escaut",1,2
"direct",,"Nova Prata do Iguaçu",2,2
"direct",,"Mata de São João",2,2
"direct",,"Ixmiquilpan",2,2
"direct",,"Buffalo",2,2
"search","google","Noyon",2,2
"social","facebook","Saint-Jean-le-Blanc",1,2
"social","facebook","Livry-Gargan",2,2
"direct",,"Palestina",2,2
"direct",,"Corbeil-Essonnes",2,2
"social","facebook","Limeil-Brévannes",1,2
"direct",,"Huntington Beach",2,2
"direct",,"Vernouillet",2,2
"direct",,"Maranguape",2,2
"social","instagram","Lavernose-Lacasse",2,2
"social","facebook","Sains-en-Amiénois",1,2
"social","facebook","Kriens",2,2
"search","google","Le Poiré-sur-Vie",2,2
"search","google","Senlis",2,2
"direct",,"Anzin",2,2
"social","instagram","Cléon",2,2
"search","google","Villecresnes",2,2
"social","instagram","Saint-Ouen",2,2
"social","facebook","Vallet",2,2
"direct",,"Baltimore",2,2
"search","google","Saint-Pierre-des-Corps",2,2
"direct",,"Belén de Escobar",2,2
"social","facebook","Saint-Babel",1,2
"social","facebook","Le Plessis-Brion",2,2
"direct",,"Binangonan",2,2
"direct",,"Jaguaruna",2,2
"direct",,"San Pablo",2,2
"direct",,"Houtaud",1,2
"social","facebook","Montivilliers",2,2
"social","facebook","Chasné-sur-Illet",2,2
"direct",,"Rolândia",2,2
"direct",,"Governador Nunes Freire",2,2
"social","facebook","Guyancourt",2,2
"direct",,"Surat",2,2
"direct",,"Itapoá",2,2
"search","google","Theillement",2,2
"direct",,"Kochi",2,2
"social","instagram","Abrest",2,2
"social","facebook","Canteleu",2,2
"social","facebook","Geneva",2,2
"search","google","Saint-Raphaël",2,2
"social","instagram","City of Westminster",2,2
"search","google","Bruyères-sur-Oise",2,2
"social","facebook","Grand-Champ",2,2
"direct",,"Heredia",2,2
"social","facebook","Niedervisse",2,2
"search","google","Paulhan",2,2
"search","google","Drancy",2,2
"direct",,"Vallet",1,2
"direct",,"Aurillac",2,2
"direct",,"Vihiers",2,2
"search","google","Salomé",2,2
"search","google","Sainte-Julie",1,2
"direct",,"Xinxiang",2,2
"direct",,"Balneário Piçarras",2,2
"direct",,"Auwa",2,2
"direct",,"Sémalens",1,2
"direct",,"Pindobaçu",2,2
"direct",,"Piancó",2,2
"direct",,"Cametá",2,2
"direct",,"La Clusaz",1,2
"direct",,"Châteauneuf-sur-Sarthe",2,2
"direct",,"Villa Eduardo Madero",2,2
"social","facebook","Saint-Médard-en-Jalles",2,2
"direct",,"Saint-Chamond",1,2
"social","instagram","Manom",2,2
"direct",,"Hartsville",2,2
"direct",,"Bucharest",2,2
"social","instagram","Les Pennes-Mirabeau",2,2
"social","instagram","Thiers",2,2
"direct",,"Grajaú",2,2
"direct",,"Carpina",2,2
"search","google","Chasse-sur-Rhône",1,2
"social","instagram","Joué-lès-Tours",2,2
"direct",,"West Vancouver",2,2
"social","facebook","Podensac",2,2
"social","facebook","Bègles",2,2
"direct",,"Lexy",1,2
"direct",,"Lhuis",1,2
"direct",,"Itaitinga",2,2
"social","instagram","Viennay",1,2
"social","instagram","Seyssins",1,2
"social","facebook","Jarny",2,2
"direct",,"Pedra Branca",2,2
"social","instagram","Vancouver",1,2
"search","google","Chenôve",1,2
"social","instagram","Orchies",2,2
"search","google","Sarcelles",2,2
"search","google","Le Plessis-Robinson",2,2
"direct",,"Manizales",2,2
"direct",,"Ibitinga",2,2
"social","instagram","Vallauris",2,2
"social","facebook","Forbach",2,2
"search","google","Mousseaux-Neuville",1,2
"social","instagram","Mettray",1,2
"search","google","Terville",1,2
"direct",,"Béclers",1,2
"search","google","Saint-Fons",2,2
"direct",,"Monte Santo de Minas",2,2
"social","facebook","Vigneux-sur-Seine",1,2
"search","google","Funchal",2,2
"direct",,"El Talar",2,2
"search","google","Rosult",2,2
"direct",,"Brunswick",2,2
"search","google","Lillers",2,2
"search","google","Saint-André",2,2
"direct",,"Águas Formosas",2,2
"search","google","Carpentras",2,2
"direct",,"Escada",2,2
"social","facebook","Les Grandes-Ventes",2,2
"search","google","Bernay",2,2
"direct",,"Santa Tereza do Oeste",2,2
"search","google","Issoudun",2,2
"search","google","Maxéville",2,2
"direct",,"Extremoz",2,2
