"Landing page type","Landing page path","Online store visitors","Sessions","Sessions with cart additions","Sessions that reached checkout"
"Collection","/collections/harry-potter-bijoux/Badges-et-pin's",8,8,0,0
"Product","/products/pop-vinyl-figurine-slughorn-9-cm",8,8,1,1
"Collection","/collections/harry-potter-figurines-et-peluches/POP",8,8,1,0
"Product","/products/mug-poudlard-express-collection-doree",8,8,0,0
"Collection","/collections/artisanat-et-curiosites-accessoires-et-maroquinerie/Beaut%C3%A9",7,8,0,0
"Product","/products/boule-de-noel-led-cabane-dhagrid",6,8,2,0
"Product","/products/do4000",8,8,0,0
"Product","/products/cadre-harry-versus-drago",8,8,0,0
"Product","/products/parapluie-baguette-hagrid-harry-potter",8,8,0,0
"Product","/products/art-print-ministere-de-la-magie",8,8,0,0
"Product","/products/poster-chteau-de-poudlard-roul-film-91-5x61",8,8,0,0
"Product","/products/harry-potter-et-le-prince-de-sang-mele-gryffondor",8,8,0,0
"Product","/products/plaque-metal-ministere-de-la-magie",8,8,1,0
"Product","/products/marque-page-vitrail-dragon-noir",6,8,1,0
,"/boutique/maison-et-accessoires/sacs-et-porte-monnaies/trousse-crests",8,8,0,0
"Collection","/collections/seigneur-des-anneaux-jeux-et-puzzles-puzzles/puzzles",8,8,0,0
"Product","/products/bonnet-serpentard-lochaven",8,8,0,0
"Product","/products/mug-3d-retour-a-poudlard-luna",8,8,1,1
"Product","/products/bracelet-charm-reliques-de-la-mort-argent-925",8,8,0,0
"Product","/products/harry-potter-spells-and-charms",8,8,0,0
"Product","/products/grand-carillon-lune-et-chat-noir",8,8,0,0
"Product","/products/porte-cles-retourneur-de-temps",8,8,0,0
"Product","/products/mug-en-relief-hagrid",8,8,0,0
"Product","/products/carte-danniversaire-gollum-1",8,8,1,0
"Product","/products/replique-du-parapluie-de-rubeus-hagrid",8,8,1,0
"Collection","/collections/harry-potter-accessoires-et-maroquinerie/0-20",8,8,0,0
"Product","/products/cotons-lavables-imprimes-sublimation-saga-magique",8,8,0,0
"Product","/products/harry-potter-et-lenfant-maudit-poche",7,8,0,0
"Collection","/collections/harry-potter-accessoires-et-maroquinerie/Sacs-et-pochettes",8,8,0,0
"Collection","/collections/artisanat-et-curiosites-bijoux/Colliers",8,8,0,0
"Collection","/collections/harry-potter-decorations/Objets-d%C3%A9cos",8,8,0,0
"Collection","/collections/harry-potter/0-20",5,8,0,0
"Product","/products/coffret-a-bijoux-poudlard",7,8,0,0
"Collection","/collections/vetements/robes-de-sorciers+serdaigle",8,8,0,0
"Product","/products/le-guide-la-magie-a-poudlard-sortileges",6,8,0,0
"Product","/products/cahier-a5-carte-du-maraudeur",8,8,0,0
"Product","/products/charm-set-retourneur-de-temps-lunettes-dharry-chocogrenouil",8,8,0,0
"Product","/products/cr2746",7,8,2,1
"Product","/products/sticker-fee-champignon",8,8,2,0
"Product","/products/carnet-souple-jumeaux-weasley",8,8,0,0
"Collection","/collections/harry-potter-friandises-1/Sucreries",8,8,0,0
"Collection","/collections/artisanat-et-curiosites-bijoux/Badges-et-pin's",8,8,0,0
"Product","/products/creatures-magiques-detraqueur-figurines",7,8,0,0
"Product","/products/crayon-a-papier-carte-du-maraudeur",8,8,0,0
"Product","/products/marque-page-vitrail-epee-coeur-de-feu",8,8,0,0
"Product","/products/baguette-du-professeur-minerva-mcgonagall",8,8,1,0
"Product","/products/stylo-baguette-marque-page-dumbledore",8,8,0,0
"Product","/products/boule-de-noel-led-saule-cogneur",8,8,2,0
"Product","/products/poster-patronus-cerf-roul-film-91-5x61",8,8,0,0
"Product","/products/dragon-avec-marque-page-flamme",8,8,0,0
"Product","/products/pendentif-coeur-ron-weasley",8,8,1,0
"Collection","/collections/artisanat-et-curiosites-accessoires-et-maroquinerie",8,8,0,0
"Product","/products/puzzle-les-enseignes-du-chemin-de-traverse",8,8,0,0
"Product","/products/retourneur-de-temps-carte-de-voeux-harry-potter",8,8,1,1
"Product","/products/collection-de-marque-pages-horcruxes",8,8,0,0
"Product","/products/bougie-a-la-citrouille",8,8,0,0
"Product","/products/carte-2-volets-gryffondor-crest",8,8,0,0
"Product","/products/baguette-de-bill-weasley",8,8,0,0
"Product","/products/mug-3d-retour-a-poudlard-harry",8,8,0,0
"Product","/products/pop-holiday-vinyl-figurine-puking-pastille-girl-9-cm",8,8,0,0
"Product","/products/harry-potter-v-lordre-du-phenix-kay",8,8,0,0
"Product","/products/map4001",8,8,0,0
"Collection","/collections/meilleures-ventes-1/0-20",8,8,0,0
"Product","/products/stylo-baguette-marque-page-ginny-weasley",7,8,0,0
"Product","/products/stickers-3d-sceaux-de-cire-ministere-de-la-magie",8,8,0,0
"Product","/products/porte-cles-chemin-de-traverse",8,8,0,0
"Product","/products/bocal-de-chocogrenouilles",7,8,1,0
"Product","/products/poster-gryffondor-roul-film-91-5x61",8,8,0,0
"Product","/products/marque-page-vitrail-epee-elfique",8,8,1,0
"Product","/products/carte-postale-mystere-harry-potter-bibliotheque-sorciers-serie-3-minalima",8,8,0,0
"Product","/products/collier-retourneur-de-temps-immobile-20-mm",8,8,0,0
"Product","/products/figurines-gomee-neville-londubat",8,8,0,0
"Product","/products/mug-ollivander-collection-doree",6,8,1,0
"Collection","/collections/harry-potter-papeterie-1/Posters",4,8,0,0
"Product","/products/carte-gollum-you-are-my-precious",6,8,0,0
"Product","/products/boule-de-noel-cadeau-etoile-du-soir",3,8,0,0
"Product","/products/illustration-avec-cadre-miss-je-sais-tout",7,7,0,0
"Collection","/collections/artisanat-et-curiosites-decorations/Objets-d%C3%A9cos",7,7,0,0
"Product","/products/bouteille-isotherme-500ml-famille-black",6,7,0,0
"Product","/products/decoration-de-noel-led-felix-felicis",4,7,0,0
"Collection","/collections/papeterie-marque-page/0-20+harry-potter",7,7,0,0
"Product","/products/stylo-reliques-de-la-mort-harry-potter",7,7,0,0
"Product","/products/chope-bieraubeurre",7,7,0,0
"Product","/products/plume-de-dolores-ombrage",6,7,1,0
"Product","/products/mini-porte-monnaie-marauders-map",6,7,0,0
"Collection","/collections/baguettes-magiques/serpentard",7,7,0,0
"Product","/products/pins-prefet-poufsouffle",7,7,0,0
"Product","/products/mug-en-relief-dobby",7,7,0,0
"Product","/products/vif-dor-pralines-au-chocolat-blanc-et-caramel",7,7,0,0
"Product","/products/pack-retourneur-de-temps",7,7,0,0
"Product","/products/cahier-a5-premium-portes-de-durin",7,7,0,0
"Product","/products/carte-pop-up-poudlard",7,7,0,0
"Product","/products/veste-gryffondor-tournoi-des-trois-sorciers",6,7,0,0
"Collection","/collections/harry-potter-bijoux/gryffondor",4,7,0,0
"Collection","/collections/artisanat-et-curiosites-decorations/D%C3%A9corations-murales",6,7,0,0
"Product","/products/bague-vif-dor-en-acier-inoxydable",7,7,0,0
"Product","/products/collier-loupe-sherlock-holmes",7,7,0,0
"Product","/products/la-coupe-de-cristal",7,7,0,0
"Collection","/collections/seigneur-des-anneaux-papeterie/Cartes",7,7,0,0
"Collection","/collections/harry-potter-baguettes-magiques-baguettes-personnages",7,7,0,0
"Product","/products/stylos-dragons",5,7,0,0
"Product","/products/plaid-petites-vaches-et-poussins",5,7,1,1
"Product","/products/badge-pin-s-potion-felix-felicis",7,7,0,0
"Product","/products/mug-en-relief-ron-weasley",7,7,1,1
"Product","/products/le-livre-de-cuisine-officiel-super-facile",7,7,0,0
"Product","/products/poudlard-map-poster",7,7,0,0
"Collection","/collections/harry-potter-figurines-et-peluches/Peluches",7,7,0,0
"Collection","/collections/les-sacs-fable-england/100-et-plus",7,7,0,0
"Product","/products/bracelet-dore-vif-dor",7,7,0,0
"Product","/products/a63686",5,7,0,0
"Product","/products/magnet-salle-sur-demande",7,7,0,0
"Product","/products/types-of-owls-a4-boudchou",7,7,0,0
"Product","/products/boule-de-noel-avec-porte-cle-peluche-hedwige",7,7,0,0
"Collection","/collections/harry-potter-bijoux/bracelets",7,7,0,0
"Collection","/collections/harry-potter/poufsouffle",7,7,0,0
"Product","/products/carte-2-volets-blason-serpentard",7,7,0,0
"Product","/products/plaque-a-poser-expecto-patronum",7,7,0,0
"Product","/products/decoration-de-noel-bertie-crochue",7,7,0,0
"Product","/products/lutin-de-cornouailles-articule-animaux-fantastiques",6,7,4,2
"Collection","/collections/artisanat-et-curiosites-papeterie/Cartes",7,7,1,0
"Checkout","/gift_cards/66165375190/53a21d26d7e1c4eb0550740c5754837d",2,7,1,1
"Product","/products/coffret-magique-destination-poudlard",7,7,2,0
"Product","/products/carnet-souple-le-chicaneur",7,7,0,0
"Product","/products/creatures-magiques-occamy-figurine-animaux-fantastiques",7,7,1,0
"Product","/products/sticker-slow-burn",7,7,0,0
"Product","/products/cahier-ligne-a5-creatures-magiques",7,7,0,0
"Collection","/collections/harry-potter-accessoires-et-maroquinerie/porte-cles",7,7,0,0
"Collection","/collections/tous-les-produits/60-100+0-20+40-60",7,7,0,0
"Collection","/collections/meilleures-ventes-1/20-40",7,7,0,0
"Product","/products/miroirs-foret-sombre",7,7,0,0
"Product","/products/boucles-doreilles-dorees-vif-dor",7,7,0,0
"Collection","/collections/baguettes-magiques/harry-potter+20-40+baguettes-personnages+serpentard",7,7,0,0
"Product","/products/mug-thermoreactif-poudlard",7,7,0,0
"Product","/products/nimbus-2000-junior",7,7,1,1
"Collection","/collections/seigneur-des-anneaux-decorations-suspensions",7,7,0,0
"Product","/products/set-3-stylos-ministere-de-la-magie",6,7,2,2
"Product","/products/porte-cles-sac-a-dos-dragees-de-bertie-crochue",7,7,2,1
"Product","/products/echarpe-carte-du-maraudeur",7,7,1,1
"Product","/products/plaque-du-terrier-the-burrow",5,7,1,1
"Collection","/collections/harry-potter-decorations/suspensions",7,7,0,0
"Collection","/collections/jeux-et-puzzles",6,7,0,0
"Collection","/collections/vetements-echarpes/20-40",7,7,0,0
"Collection","/collections/les-sacs-fable-england-1",7,7,0,0
"Product","/products/carillon-a-vent-chat-bleu-souriant",7,7,1,1
"Product","/products/puzzle-couverture-du-magazine-le-chicaneur",7,7,0,0
"Product","/products/trousse-poufsouffle",6,7,0,0
"Product","/products/le-terrier-carte-postale",7,7,0,0
"Product","/products/crane-de-sombral",7,7,0,0
"Product","/products/bougie-chocogrenouille",6,7,1,0
"Product","/products/petit-miroir-du-rised",7,7,1,0
"Product","/products/puzzle-harry-ron-hermione",6,7,0,0
"Collection","/collections/artisanat-et-curiosites-accessoires-et-maroquinerie/Sacs-et-pochettes",7,7,1,0
"Product","/products/figurine-de-hibou",7,7,0,0
"Product","/products/mug-3d-retour-a-poudlard-hagrid",7,7,0,0
"Product","/products/plaque-suspendue-wingardium-leviosa",7,7,1,1
"Product","/products/marque-page-metal-communaute-de-l-anneau",7,7,1,1
"Product","/products/pieces-des-gobelins-de-gringotts",5,7,1,0
,"/boutique/papeterie/carnets/carnet-serdaigle-128-pages",7,7,0,0
"Product","/products/la-magie-de-laquarelle-harry-potter",7,7,0,0
"Product","/products/pins-mystere-serie-01-bibliotheque-des-sorciers",7,7,0,0
"Product","/products/jde-bdg-ldr1",7,7,0,0
"Product","/products/tote-bag-foret-mystique",7,7,1,0
"Collection","/collections/harry-potter-papeterie-1/stylos-et-sceaux",7,7,0,0
"Product","/products/sac-dhermione",7,7,0,0
"Product","/products/plaque-arche-aragog",6,6,0,0
"Collection","/collections/tous-les-produits/20-40+harry-potter",6,6,0,0
"Product","/products/marque-page-vitrail-terrasen",6,6,0,0
"Collection","/collections/harry-potter-decorations-decorations-murales-1",6,6,0,0
"Product","/products/porte-cles-chocogrenouille",6,6,0,0
"Product","/products/cadre-ron-weasley-dynastie",4,6,0,1
"Product","/products/baguette-magique-boite-ollivander-albus-dumbledore-2",6,6,0,0
"Product","/products/pichet-a-lait-marguerites",6,6,0,0
"Collection","/collections/artisanat-et-curiosites-decorations/plaids-et-coussins",6,6,0,0
"Product","/products/harry-potter-potter-sirius-10-x-8",6,6,0,0
"Product","/products/set-4-pins-ministere-de-la-magie",6,6,1,0
"Collection","/collections/artisanat-et-curiosites-papeterie/stickers",5,6,0,0
"Product","/products/carte-luna-lovegood",6,6,0,0
,"/produit/cahier-3d-escaliers-magiques-chateau-poudlard",6,6,0,0
"Product","/products/carnet-souple-ron-weasley-portrait",6,6,0,0
"Product","/products/porte-cles-echarpe-poufsouffle",6,6,0,0
"Product","/products/collier-vif-d-or-avec-cristaux",6,6,0,0
"Product","/products/cr5067u",6,6,0,0
"Product","/products/puzzle-premium-seigneur-des-anneaux-details-dores",6,6,0,0
"Product","/products/magnet-casque-de-sauron",6,6,0,0
"Customer Account","/account/unsubscribe",6,6,0,0
"Product","/products/baguette-de-mangemort-etalon",6,6,0,0
"Product","/products/harry-potter-et-la-chambre-des-secrets-ii-gryffondor",5,6,0,0
"Product","/products/niffleur-toyllectible-pufflums",6,6,0,0
"Product","/products/plaque-arche-lutin-de-cornouailles",4,6,0,0
"Collection","/collections/seigneur-des-anneaux-decorations-noel",6,6,0,0
"Product","/products/carnet-poudlard-a5-avec-stylo-baguette",6,6,0,0
"Collection","/collections/harry-potter-papeterie-1/Serre-livres",6,6,0,0
,"/etiquette-produit/voeux",6,6,0,0
"Product","/products/figurine-doree-touffu",6,6,0,0
"Product","/products/badge-citation-hermione",6,6,0,0
"Product","/products/pins-retourneur-de-temps-immobile",4,6,1,0
"Custom Page","/pages/conditions-generales-de-vente",6,6,0,0
"Product","/products/dague-de-bellatrix-lestrange",6,6,0,0
"Collection","/collections/seigneur-des-anneaux-papeterie/Posters",6,6,0,0
"Product","/products/poster-de-porte-grosse-dame",6,6,0,0
"Product","/products/coupe-de-dumbledore",6,6,0,0
"Product","/products/carte-postale-mystere-serie-02-le-chemin-de-traverse",6,6,2,1
"Product","/products/nn7421",6,6,0,0
"Product","/products/peluche-lutin-de-cornouailles",6,6,0,0
"Product","/products/mug-barjow-et-beurk-collection-doree",6,6,0,0
"Product","/products/les-animaux-fantastiques-vie-et-habitat",6,6,0,0
"Collection","/collections/harry-potter-friandises-1/sucreries",6,6,1,1
,"/categorie-produit/maison-et-accessoires",6,6,0,0
"Product","/products/marque-page-vitrail-macareux",6,6,0,0
"Collection","/collections/minalima/harry-potter",6,6,1,0
"Collection","/collections/seigneur-des-anneaux-decorations/Objets-d%C3%A9cos",6,6,0,0
"Collection","/collections/harry-potter-jeux-et-puzzles-1/Booknook",6,6,0,0
"Product","/products/sticker-enemies-to-lovers",5,6,0,0
"Product","/products/tirage-a4-les-petits-pas-du-nord-gaelle-levalet",6,6,0,0
"Product","/products/puzzle-poudlard-50-pieces",6,6,0,0
"Product","/products/bracelet-charm-diademe-de-serdaigle-argent-925",6,6,0,0
"Collection","/collections/harry-potter-vetements-1/Pulls",6,6,0,0
"Product","/products/mug-parlement-des-chouettes",6,6,0,0
"Product","/products/fantome-lecteur-photophore-led",6,6,0,0
"Product","/products/stylo-carte-du-maraudeur",6,6,0,0
"Product","/products/plaque-privet-drive",4,6,0,0
"Product","/products/linogravure-train-on-prend-ltout-a4-rouge-orange",6,6,0,0
"Product","/products/plaid-fluffy-tartan-rouge",5,6,0,0
"Product","/products/plaid-fluffy-creatures-mystiques",6,6,0,0
"Product","/products/decoration-de-sapin-dobby",5,6,0,0
"Product","/products/decoration-de-noel-choixpeau",6,6,0,0
"Collection","/collections/harry-potter-vetements-pulls/40-60",6,6,0,0
"Collection","/collections/meilleures-ventes",6,6,1,0
"Product","/products/ecussons-poudlard-lot-de-5",6,6,0,0
"Product","/products/cr2905",6,6,0,0
"Collection","/collections/harry-potter-papeterie-1/trousses",6,6,0,0
"Product","/products/carnet-brode-hedwige",6,6,1,0
"Product","/products/plaque-retour-au-poudlard-express",5,6,0,0
"Collection","/collections/meilleures-ventes-1/gryffondor",6,6,0,0
"Product","/products/carte-de-voeux-lenticulare-harry-potter-ministry-undesirable-no-1",6,6,0,0
"Collection","/collections/harry-potter-vetements-1/%C3%89charpes",6,6,0,0
"Collection","/collections/harry-potter-decorations-suspensions/gryffondor",6,6,0,0
"Blog Article","/blogs/lactualite-de-la-muchette/top-10-les-indispensables-pour-un-automne-enchante-chez-la-muchette",6,6,0,0
"Product","/products/figurines-gomee-cedric-diggory-coupe-des-trois-sorciers",6,6,0,0
"Product","/products/sacoche-brodee-rouges-gorges-en-velours",6,6,1,0
"Product","/products/cotons-lavables-univers-harry-potter-sublimation",6,6,0,0
"Product","/products/guide-cinema-6-les-creatures",6,6,0,0
"Collection","/collections/artisanat-et-curiosites-decorations/potions",6,6,0,0
"Product","/products/plaque-suspendue-polynectar",6,6,0,0
"Collection","/collections/tous-les-produits/20-40+40-60",6,6,0,0
"Collection","/collections/vetements-pulls/serpentard",6,6,0,0
"Collection","/collections/papeterie-stylos-et-sceaux/serdaigle+0-20",6,6,0,0
"Product","/products/bracelet-charm-a-perles-roses-lunettes-luna-argent-925",6,6,0,0
"Product","/products/marque-page-vitrail-dragon-des-monts-brumeux",6,6,0,0
"Product","/products/harry-potter-noel-a-poudlard-le-carnet-magique",6,6,0,0
"Product","/products/tote-bag-butterbeer",6,6,0,0
"Product","/products/suspension-attrape-soleil-en-cristal-arc-en-ciel",5,6,1,0
"Product","/products/3-bracelets-d-amitie-dores",5,6,0,0
"Collection","/collections/harry-potter-bijoux-badges-et-pins/0-20",6,6,0,0
"Product","/products/accessoires-pour-cheveux-serpentard-classique-set-de-2",6,6,0,0
"Product","/products/porte-cles-magiques",6,6,0,0
"Collection","/collections/harry-potter-decorations/decorations-murales",5,5,0,0
"Product","/products/badge-pins-diademe-harry-potter",5,5,0,0
"Product","/products/chaussette-de-noel-yule-ball-gryffondor",3,5,3,0
"Product","/products/carte-de-voeux-lenticulaire-dumbledore-daft-or-dangerous",5,5,0,0
"Product","/products/porte-cles-le-chicaneur",5,5,0,0
"Collection","/collections/seigneur-des-anneaux-papeterie/Serre-livres",4,5,0,0
"Product","/products/harry-potter-jeu-4-maisons",5,5,0,0
"Product","/products/map4014",5,5,0,0
"Collection","/collections/noel/colliers",5,5,0,0
"Product","/products/creatures-magiques-touffu",5,5,0,0
"Custom Page","/pages/conditions-dutilisation",5,5,0,0
