"id";"Libellé";"Catégorie";"Marque";"Prix d'achat HT";"Fournisseur";"Ref. fournisseur";"Prix de vente";"Taxe";"Code-barres";"Type de déclinaison";"Prix soldé";"Emplacement";"Référence externe";"Compte comptable";"points +";"points -";"Affichable";"En ligne";"Image";"Stock";"Catégorie";"Poids";"Libellé court"
"1218";"Tirage Maître des Potions 25x25 - Pierre Breton";"Papeterie";"N/A";"14.00";"Inconnu";"";"25.00";"0.200";"2430000012181";"";"15.00";"";"";"";"0";"0";"1";"1";"";"0";"Artisanat et Curiosités > Papeterie";"0.00";""
"1221";"Peluche bébé Niffleur gris ";"Peluches";"N/A";"12.35";"Inconnu";"";"24.95";"0.200";"NN8002";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Peluches";"0.00";""
"1222";"Peluche Buck ";"Peluches";"N/A";"23.40";"Inconnu";"";"44.95";"0.200";"NN8877";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Peluches";"0.00";""
"1223";"Sac à main Blason de Poudlard ";"Sacs et Porte-monnaies";"N/A";"14.30";"Inconnu";"";"29.95";"0.200";"CR2472";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Maison et accessoires > Sacs et Porte-monnaies";"0.00";""
"1224";"Clous d’oreilles en argent 925ème Reliques de la mort";"Boucles d'oreilles";"N/A";"19.95";"Inconnu";"";"42.99";"0.200";"ESE0054";"";"0.00";"";"";"";"0";"0";"1";"1";"";"1";"Bijoux > Boucles d'oreilles";"0.00";""
"1225";"Boucles d’oreilles philtre d’amour ";"Boucles d'oreilles";"N/A";"3.75";"Inconnu";"";"8.99";"0.200";"EWES0053";"";"0.00";"";"";"";"0";"0";"1";"1";"";"3";"Bijoux > Boucles d'oreilles";"0.00";""
"1226";"Pull de Quidditch Serpentard ";"Pulls";"N/A";"21.50";"Inconnu";"";"44.95";"0.200";"CR1522";"Taille";"30.00";"";"";"";"0";"0";"1";"1";"";"1";"Vêtements > Pulls";"0.00";""
"1227";"Pull de Quidditch Gryffondor ";"Pulls";"N/A";"21.50";"Inconnu";"";"44.95";"0.200";"CR1521";"Taille";"30.00";"";"";"";"0";"0";"1";"1";"";"0";"Vêtements > Pulls";"0.00";""
"1228";"Sac cabas Carte du Maraudeur ";"Sacs et Porte-monnaies";"N/A";"14.50";"Inconnu";"";"29.95";"0.200";"CR2470";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Maison et accessoires > Sacs et Porte-monnaies";"0.00";""
"1229";"Echarpe - Poudlard ";"Echarpes";"N/A";"9.75";"Inconnu";"";"22.00";"0.200";"CR1010";"";"15.00";"";"";"";"0";"0";"1";"1";"";"0";"Vêtements > Echarpes";"0.00";""
"1230";"Echarpe Infini - Gryffondor ";"Echarpes";"N/A";"9.75";"Inconnu";"";"19.95";"0.200";"CR1041";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Vêtements > Echarpes";"0.00";""
"1231";"Echarpe Infini - Serpentard ";"Echarpes";"N/A";"9.75";"Inconnu";"";"19.95";"0.200";"CR1042";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Vêtements > Echarpes";"0.00";""
"1232";"Echarpe Infini - Poufsouffle ";"Echarpes";"N/A";"9.75";"Inconnu";"";"19.95";"0.200";"CR1044";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Vêtements > Echarpes";"0.00";""
"1233";"Echarpe Infini - Serdaigle ";"Echarpes";"N/A";"9.75";"Inconnu";"";"19.95";"0.200";"CR1043";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Vêtements > Echarpes";"0.00";""
"1235";"Bague vif d'or en acier inoxydable";"Bagues";"N/A";"6.90";"Inconnu";"";"14.99";"0.200";"ESSR0004 ";"Taille";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Bijoux > Bagues";"0.00";""
"1236";"POP HP: Patronus Snape";"POP";"N/A";"7.49";"Inconnu";"";"14.99";"0.200";"2430000012365";"";"11.99";"";"";"";"0";"0";"1";"1";"";"0";"Figurines > POP";"0.00";""
"1237";"POP HP: Patronus McGonagall";"POP";"N/A";"7.49";"Inconnu";"";"14.99";"0.200";"2430000012372";"";"11.99";"";"";"";"0";"0";"1";"1";"";"0";"Figurines > POP";"0.00";""
"1238";"POP Keychain: HP - Fawkes";"POP";"N/A";"2.94";"Inconnu";"";"7.99";"0.200";"42259PDQ";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Figurines > POP";"0.00";""
"1239";"Collier Reliques de la mort";"Colliers et pendentifs";"N/A";"5.75";"Inconnu";"";"12.99";"0.200";"EWNX0054";"";"0.00";"";"";"";"0";"0";"1";"1";"";"4";"Bijoux > Colliers et pendentifs";"0.00";""
"1240";"Porte-clés Lettre d’acceptation - Harry Potter";"Porte-clés";"N/A";"5.95";"Inconnu";"";"12.99";"0.200";"EKH0017";"";"0.00";"";"";"";"0";"0";"1";"1";"";"1";"Maison et accessoires > Porte-clés";"0.00";""
"1246";"Collier Vif d’or avec cristaux";"Colliers et pendentifs";"N/A";"28.78";"Inconnu";"";"69.99";"0.200";"BHPSN004";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Bijoux > Colliers et pendentifs";"0.00";""
"1247";"Pin’s Bienvenue à Poudlard ";"Badges et Pin's";"N/A";"2.80";"Inconnu";"";"7.99";"0.200";"EHPPB0179";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Bijoux > Badges et Pin's";"0.00";""
"1250";"Collier Poudlard ";"Colliers et pendentifs";"N/A";"5.75";"Inconnu";"";"12.99";"0.200";"EWN00179";"";"0.00";"";"";"";"0";"0";"1";"1";"";"1";"Bijoux > Colliers et pendentifs";"0.00";""
"1252";"Bonnet Gryffondor - Enfant ";"Bonnets et gants";"N/A";"3.00";"Inconnu";"";"6.95";"0.200";"DO1101KIDS";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Vêtements > Bonnets et gants";"0.00";""
"1255";"Harry Potter et l'enfant maudit - poche";"Livres";"N/A";"7.90";"Inconnu";"";"11.90";"0.055";"J00837";"";"0.00";"";"";"";"0";"0";"1";"1";"";"1";"Papeterie > Livres";"0.00";""
"1257";"Fières d'être sorcières";"Livres";"N/A";"3.28";"Inconnu";"";"4.95";"0.055";"J02207";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Papeterie > Livres";"0.00";""
"1258";"Harry Potter - Quizz et Test";"Livres";"N/A";"8.69";"Inconnu";"";"14.90";"0.055";"J03385";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Papeterie > Livres";"0.00";""
"1263";"Tampons Harry Potter - Série 1";"Stylos et sceaux";"N/A";"1.85";"Inconnu";"";"3.95";"0.200";"PMI-HP5005";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Papeterie > Stylos et sceaux";"0.00";""
"1266";"Carte Severus (Pierre Breton)";"Papeterie";"N/A";"1.60";"Inconnu";"";"3.00";"0.200";"2430000012662";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Artisanat et Curiosités > Papeterie";"0.00";""
"1267";"Set 2 Chibi Posters - Blason & Maraudeurs (52x38)";"Posters";"N/A";"4.99";"Inconnu";"";"10.00";"0.200";"ABYDCO731";"";"5.00";"";"";"";"0";"0";"1";"1";"";"0";"Papeterie > Posters";"0.00";""
"1268";"Set 2 Chibi Posters - Retro Poudlard&Diagon (52x38) ";"Posters";"N/A";"4.99";"Inconnu";"";"10.00";"0.200";"ABYDCO732";"";"5.00";"";"";"";"0";"0";"1";"1";"";"0";"Papeterie > Posters";"0.00";""
"1271";"Coussin - Poudlard";"Décorations";"N/A";"9.99";"Inconnu";"";"19.99";"0.200";"ABYPEL040";"";"10.00";"";"";"";"0";"0";"1";"1";"";"0";"Maison et accessoires > Décorations";"0.00";""
"1272";"Lampe Potion Polynectar Large size - 20cm";"Décorations";"N/A";"23.10";"Inconnu";"";"46.20";"0.200";"GIFGRV002";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Maison et accessoires > Décorations";"0.00";""
"1273";"Baguette Dumbledore Blister";"Baguettes magiques";"N/A";"15.60";"Inconnu";"";"29.90";"0.200";"NN0004";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Baguettes magiques";"0.00";""
"1274";"Créatures magiques - Demiguise ";"Autres";"N/A";"17.55";"Inconnu";"";"34.90";"0.200";"NN5253";"";"0.00";"";"";"";"0";"0";"1";"1";"";"1";"Figurines > Autres";"0.00";""
"1275";"Créatures magiques - Strangulot ";"Autres";"N/A";"18.20";"Inconnu";"";"34.90";"0.200";"NN7682";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Figurines > Autres";"0.00";""
"1276";"Charms Serdaigle ";"Colliers et pendentifs";"N/A";"2.30";"Inconnu";"";"4.99";"0.200";"CR3103";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Bijoux > Colliers et pendentifs";"0.00";""
"1278";"Charms Poufsouffle ";"Colliers et pendentifs";"N/A";"2.30";"Inconnu";"";"4.99";"0.200";"CR3104";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Bijoux > Colliers et pendentifs";"0.00";""
"1297";"Marque-page Patronus Ginny - Boudchou";"Papeterie";"N/A";"1.60";"Inconnu";"";"3.00";"0.200";"2430000012976";"";"0.00";"";"";"";"0";"0";"1";"1";"";"6";"Artisanat et Curiosités > Papeterie";"0.00";""
"1298";"Marque-page Patronus Hermione - Boudchou";"Papeterie";"N/A";"1.60";"Inconnu";"";"3.00";"0.200";"2430000012983";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Artisanat et Curiosités > Papeterie";"0.00";""
"1299";"Armoiries Serdaigle ";"Décorations";"N/A";"29.90";"Inconnu";"";"56.95";"0.200";"NN7748";"";"0.00";"";"";"";"0";"0";"1";"1";"";"1";"Maison et accessoires > Décorations";"0.00";""
"1300";"Armoiries Gryffondor ";"Décorations";"N/A";"29.90";"Inconnu";"";"56.95";"0.200";"NN7742";"";"0.00";"";"";"";"0";"0";"1";"1";"";"1";"Maison et accessoires > Décorations";"0.00";""
"1301";"Armoiries Poudlard";"Décorations";"N/A";"32.50";"Inconnu";"";"59.95";"0.200";"NN7741";"";"0.00";"";"";"";"0";"0";"1";"1";"";"1";"Maison et accessoires > Décorations";"0.00";""
"1302";"Pin's des Maisons de Poudlard ";"Pièces de collection";"N/A";"15.60";"Inconnu";"";"29.95";"0.200";"NN7374";"";"0.00";"";"";"";"0";"0";"1";"1";"";"1";"Pièces de collection";"0.00";""
"1303";"Armoiries Maison Poufsouffle ";"Décorations";"N/A";"29.90";"Inconnu";"";"56.95";"0.200";"NN7746";"";"0.00";"";"";"";"0";"0";"1";"1";"";"1";"Maison et accessoires > Décorations";"0.00";""
"1304";"Bouteille isotherme 500ml - Poufsouffle ";"Mugs et verres";"N/A";"9.25";"Inconnu";"";"19.95";"0.200";"MAP4014";"";"0.00";"";"";"";"0";"0";"1";"1";"";"1";"Maison et accessoires > Mugs et verres";"0.00";""
"1305";"Bouteille isotherme 500ml - Serpentard ";"Mugs et verres";"N/A";"9.25";"Inconnu";"";"19.95";"0.200";"MAP4012";"";"0.00";"";"";"";"0";"0";"1";"1";"";"1";"Maison et accessoires > Mugs et verres";"0.00";""
"1306";"Bouteille isotherme 500ml - Carte du maraudeur ";"Mugs et verres";"N/A";"9.25";"Inconnu";"";"19.95";"0.200";"MAP4001";"";"0.00";"";"";"";"0";"0";"1";"1";"";"1";"Maison et accessoires > Mugs et verres";"0.00";""
"1307";"Bouteille isotherme 500ml - Serdaigle ";"Mugs et verres";"N/A";"9.25";"Inconnu";"";"19.95";"0.200";"MAP4013";"";"0.00";"";"";"";"0";"0";"1";"1";"";"1";"Maison et accessoires > Mugs et verres";"0.00";""
"1308";"Bouteille isotherme 500ml - Voie 9 3/4 ";"Mugs et verres";"N/A";"9.25";"Inconnu";"";"19.95";"0.200";"MAP4000";"";"0.00";"";"";"";"0";"0";"1";"1";"";"1";"Maison et accessoires > Mugs et verres";"0.00";""
"1309";"Bouteille isotherme 500ml - Gryffondor ";"Mugs et verres";"N/A";"9.25";"Inconnu";"";"19.95";"0.200";"MAP4011";"";"0.00";"";"";"";"0";"0";"1";"1";"";"1";"Maison et accessoires > Mugs et verres";"0.00";""
"1310";"Sac à main Gryffindor Plaid Top";"Sacs et Porte-monnaies";"N/A";"32.70";"Inconnu";"";"59.99";"0.200";"LB79AUHPT";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Maison et accessoires > Sacs et Porte-monnaies";"0.00";""
"1312";"Mug effet thermique Patronus";"Mugs et verres";"N/A";"7.15";"Inconnu";"";"14.99";"0.200";"HMB-MUGBHP06";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Maison et accessoires > Mugs et verres";"0.00";""
"1313";"Mug 3D Shaped Hedwig";"Mugs et verres";"N/A";"8.72";"Inconnu";"";"17.50";"0.200";"HMB-MUGDHP01";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Maison et accessoires > Mugs et verres";"0.00";""
"1316";"Set de 6 magnets - Proclamations ";"Décorations";"N/A";"6.20";"Inconnu";"";"14.95";"0.200";"DO5005";"";"10.00";"";"";"";"0";"0";"1";"1";"";"0";"Maison et accessoires > Décorations";"0.00";""
"1319";"Set de 3 magnets - Lettre d’acceptation à Poudlard  + Plateforme 9 3/4 ";"Décorations";"N/A";"4.15";"Inconnu";"";"9.95";"0.200";"DO5002";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Maison et accessoires > Décorations";"0.00";""
"1320";"Set de 4 magnets - Affiches Wanted ";"Décorations";"N/A";"4.99";"Inconnu";"";"11.95";"0.200";"DO5003";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Maison et accessoires > Décorations";"0.00";""
"1321";"Set de 2 magnets - Carte du Maraudeur et la Grosse Dame ";"Maison et accessoires";"N/A";"2.90";"Inconnu";"";"6.95";"0.200";"DO5000";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Maison et accessoires";"0.00";""
"1322";"Baguette lumineuse - Harry Potter";"Baguettes magiques";"N/A";"23.40";"Inconnu";"";"44.95";"0.200";"NN1910";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Baguettes magiques";"0.00";""
"1323";"Baguette lumineuse - Hermione";"Baguettes magiques";"N/A";"23.40";"Inconnu";"";"44.95";"0.200";"NN8028";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Baguettes magiques";"0.00";""
"1343";"La formation de la terre du milieu";"Livres";"N/A";"16.89";"Inconnu";"";"27.00";"0.055";"760792";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Papeterie > Livres";"0.00";""
"1344";"Le silmarillion illustré - couverture en dur";"Livres";"N/A";"26.47";"Inconnu";"";"39.90";"0.055";"157609";"";"35.91";"";"";"";"0";"0";"1";"1";"";"0";"Papeterie > Livres";"0.00";""
"1346";"Le monde merveilleux des fées";"Livres";"N/A";"15.58";"Inconnu";"";"24.90";"0.055";"2430000013461";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Papeterie > Livres";"0.00";""
"1347";"ELIXIR DU MAGE NOIR";"Friandises";"N/A";"2.33";"Inconnu";"";"5.00";"0.055";"006431BIS";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Friandises";"0.00";""
"1348";"ELIXIR DU LOUP GAROU";"Friandises";"N/A";"2.33";"Inconnu";"";"5.00";"0.055";"006432BIS";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Friandises";"0.00";""
"1352";"LES ANIMAUX FANTASTIQUES - VIE ET HABITAT";"Livres";"N/A";"21.57";"Inconnu";"";"32.50";"0.055";"J00819";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Papeterie > Livres";"0.00";""
"1354";"Baguette Bellatrix Blister";"Baguettes magiques";"N/A";"15.60";"Inconnu";"";"29.90";"0.200";"NN8568";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Baguettes magiques";"0.00";""
"1358";"Stickers - 16x11cm/ 2 planches - Objets Magiques ";"Stickers";"N/A";"1.35";"Inconnu";"";"2.95";"0.200";"ABYDCO794";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Papeterie > Stickers";"0.00";""
"1359";"Porte-clés 3D Sablier Gryffondor ";"Porte-clés";"N/A";"5.99";"Inconnu";"";"12.00";"0.200";"ABYKEY393";"";"0.00";"";"";"";"0";"0";"1";"1";"";"3";"Maison et accessoires > Porte-clés";"0.00";""
"1363";"Chaussettes - Black & Grey - Dobby";"Chaussettes";"N/A";"5.99";"Inconnu";"";"12.00";"0.200";"ABYSOC015";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Vêtements > Chaussettes";"0.00";""
"1364";"Stylo Nimbus 2000 Flottant";"Stylos et sceaux";"N/A";"11.45";"Inconnu";"";"22.90";"0.200";"GIFWOW007";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Papeterie > Stylos et sceaux";"0.00";""
"1365";"POP! Vinyl: Harry Potter: Luna Lovegood";"POP";"N/A";"7.49";"Inconnu";"";"14.99";"0.200";"FK6572";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Figurines > POP";"0.00";""
"1366";"Créatures magiques - Pattenrond ";"Autres";"N/A";"17.55";"Inconnu";"";"34.90";"0.200";"NN7680";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Figurines > Autres";"0.00";""
"1368";"Boucles d’oreille puces diadème de Serdaigle ";"Boucles d'oreilles";"N/A";"2.80";"Inconnu";"";"8.99";"0.200";"EWES00124";"";"0.00";"";"";"";"0";"0";"1";"1";"";"4";"Bijoux > Boucles d'oreilles";"0.00";""
"1369";"Collier Quai 9 3/4";"Colliers et pendentifs";"N/A";"5.75";"Inconnu";"";"12.99";"0.200";"EWNX0011";"";"0.00";"";"";"";"0";"0";"1";"1";"";"1";"Bijoux > Colliers et pendentifs";"0.00";""
"1371";"Collier Éclair";"Colliers et pendentifs";"N/A";"5.75";"Inconnu";"";"12.99";"0.200";"EWNX0105";"";"0.00";"";"";"";"0";"0";"1";"1";"";"1";"Bijoux > Colliers et pendentifs";"0.00";""
"1376";"Chouchou pour cheveux Honeydukes ";"Accessoires";"N/A";"3.70";"Inconnu";"";"7.50";"0.200";"EHPHS0197";"";"5.00";"";"";"";"0";"0";"1";"1";"";"0";"Vêtements > Accessoires";"0.00";""
"1377";"Porte-clés Diadème de Serdaigle ";"Porte-clés";"N/A";"5.95";"Inconnu";"";"12.99";"0.200";"EKR000124";"";"0.00";"";"";"";"0";"0";"1";"1";"";"2";"Maison et accessoires > Porte-clés";"0.00";""
"1378";"Porte-clés Fumseck";"Porte-clés";"N/A";"6.50";"Inconnu";"";"13.99";"0.200";"EKR000113";"";"0.00";"";"";"";"0";"0";"1";"1";"";"2";"Maison et accessoires > Porte-clés";"0.00";""
"1379";"Porte-clés peluche - Norbert Dragonneau";"Porte-clés";"N/A";"4.30";"Inconnu";"";"9.95";"0.200";"CR2739";"";"0.00";"";"";"";"0";"0";"1";"1";"";"1";"Maison et accessoires > Porte-clés";"0.00";""
"1380";"Porte-clés peluche - Drago Malefoy";"Porte-clés";"N/A";"4.30";"Inconnu";"";"9.95";"0.200";"CR2733";"";"0.00";"";"";"";"0";"0";"1";"1";"";"2";"Maison et accessoires > Porte-clés";"0.00";""
"1382";"Collier Vif d’or";"Colliers et pendentifs";"N/A";"5.75";"Inconnu";"";"12.99";"0.200";"EWNX0004";"";"0.00";"";"";"";"0";"0";"1";"1";"";"2";"Bijoux > Colliers et pendentifs";"0.00";""
"1384";"Anneau Reliques de la mort en argent 925ème";"Bagues";"N/A";"33.80";"Inconnu";"";"69.99";"0.200";"ERR0054";"Taille";"56.00";"";"";"";"0";"0";"1";"1";"";"2";"Bijoux > Bagues";"0.00";""
"1385";"POP HP: Malfoy w Spider";"POP";"N/A";"7.49";"Inconnu";"";"14.99";"0.200";"FK48069";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Figurines > POP";"0.00";""
"1386";"POP! Vinyl: Voldemort";"POP";"N/A";"8.24";"Inconnu";"";"16.99";"0.200";"FK5861";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Figurines > POP";"0.00";""
"1389";"Journal intime Gryffondor - Courage";"Livres";"N/A";"11.61";"Inconnu";"";"19.90";"0.200";"J03395";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Papeterie > Livres";"0.00";""
"1390";"Journal intime Poufsouffle - Loyauté";"Livres";"N/A";"11.61";"Inconnu";"";"19.90";"0.200";"J03396";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Papeterie > Livres";"0.00";""
"1391";"Journal intime Serdaigle - Sagesse";"Livres";"N/A";"11.61";"Inconnu";"";"19.90";"0.200";"J03397";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Papeterie > Livres";"0.00";""
"1392";"Journal intime Serpentard - Ambition";"Livres";"N/A";"11.61";"Inconnu";"";"19.90";"0.200";"J03398";"";"10.00";"";"";"";"0";"0";"1";"1";"";"0";"Papeterie > Livres";"0.00";""
"1393";"Tirage Botanique 25x25 - Pierre Breton";"Papeterie";"N/A";"14.00";"Inconnu";"";"25.00";"0.200";"2430000013935";"";"15.00";"";"";"";"0";"0";"1";"1";"";"0";"Artisanat et Curiosités > Papeterie";"0.00";""
"1394";"Carte Botanique - Pierre Breton";"Papeterie";"N/A";"1.60";"Inconnu";"";"3.00";"0.200";"2430000013942";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Artisanat et Curiosités > Papeterie";"0.00";""
"1396";"Livraison";"N/A";"N/A";"0.00";"Inconnu";"";"0.00";"0.200";"2430000013966";"";"0.00";"";"";"";"0";"0";"0";"1";"";"0";"";"0.00";""
"1397";"Poster « Château de  Poudlard » roulé filmé (91.5x61)";"Posters";"N/A";"3.60";"Inconnu";"";"7.20";"0.200";"ABYDCO767";"";"0.00";"";"";"";"0";"0";"1";"1";"";"2";"Papeterie > Posters";"0.00";""
"1398";"Poster « Serpentard  » roulé filmé (91.5x61)";"Posters";"N/A";"3.60";"Inconnu";"";"7.20";"0.200";"ABYDCO777";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Papeterie > Posters";"0.00";""
"1399";"Poster « Gryffondor  » roulé filmé (91.5x61)";"Posters";"N/A";"3.60";"Inconnu";"";"7.20";"0.200";"ABYDCO778";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Papeterie > Posters";"0.00";""
"1400";"Porte-clés 3D  Sablier Serpentard ";"Porte-clés";"N/A";"5.99";"Inconnu";"";"12.00";"0.200";"ABYKEY394";"";"0.00";"";"";"";"0";"0";"1";"1";"";"2";"Maison et accessoires > Porte-clés";"0.00";""
"1401";"Mug - 320 ml -  Vacances à Poudlard";"Mugs et verres";"N/A";"4.99";"Inconnu";"";"9.99";"0.200";"ABYMUGA046";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Maison et accessoires > Mugs et verres";"0.00";""
"1402";"Puzzle Expecto Patronum (500 pièces)";"Jeux et puzzles";"N/A";"5.96";"Inconnu";"";"12.90";"0.200";"CLMT35082";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Jeux et puzzles";"0.00";""
"1403";"Puzzle Harry vs. the Dark Arts (1000 pièces)";"Jeux et puzzles";"N/A";"7.66";"Inconnu";"";"16.90";"0.200";"CLMT39586";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Jeux et puzzles";"0.00";""
"1404";"Puzzle Impossible Portraits";"Jeux et puzzles";"N/A";"8.00";"Inconnu";"";"20.00";"0.200";"CLMT61881";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Jeux et puzzles";"0.00";""
"1405";"Carnet de notes Premium A5 Marauder's Map";"Carnets";"N/A";"4.10";"Inconnu";"";"9.90";"0.200";"CRD2100002730";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Papeterie > Carnets";"0.00";""
"1406";"Harry Potter porte-monnaie / étui à cartes de visite Hogwarts Letter";"Sacs et Porte-monnaies";"N/A";"9.84";"Inconnu";"";"20.95";"0.200";"CRD2600000689";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Maison et accessoires > Sacs et Porte-monnaies";"0.00";""
"1407";"Sac Gryffindor";"Sacs et Porte-monnaies";"N/A";"36.79";"Inconnu";"";"70.00";"0.200";"GRV91786";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Maison et accessoires > Sacs et Porte-monnaies";"0.00";""
"1408";"Mug Dobby";"Mugs et verres";"N/A";"5.89";"Inconnu";"";"12.00";"0.200";"HMB-MUGBHP33";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Maison et accessoires > Mugs et verres";"0.00";""
"1410";"Décorations sapin Gryffindor Stocking";"Décorations";"N/A";"6.36";"Inconnu";"";"14.00";"0.200";"NEMN-B5617T1";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Maison et accessoires > Décorations";"0.00";""
"1411";"Décorations sapin Slytherin Stocking";"Décorations";"N/A";"7.14";"Inconnu";"";"14.00";"0.200";"NEMN-B5618T1";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Maison et accessoires > Décorations";"0.00";""
"1412";"Décorations sapin Hufflepuff Stocking";"Décorations";"N/A";"7.14";"Inconnu";"";"14.00";"0.200";"NEMN-B5619T1";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Maison et accessoires > Décorations";"0.00";""
"1413";"Décorations sapin Ravenclaw Stocking";"Décorations";"N/A";"7.14";"Inconnu";"";"14.00";"0.200";"NEMN-B5620T1";"";"0.00";"";"";"";"0";"0";"1";"1";"";"2";"Maison et accessoires > Décorations";"0.00";""
"1414";"Puzzle Icons (1000 pièces)";"Jeux et puzzles";"N/A";"8.45";"Inconnu";"";"20.00";"0.200";"NMR65270";"";"12.00";"";"";"";"0";"0";"1";"1";"";"0";"Jeux et puzzles";"0.00";""
"1416";"Puzzle Harry Potter à Poudlard (500 pièces)";"Jeux et puzzles";"N/A";"6.31";"Inconnu";"";"12.90";"0.200";"RAVE14821";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Jeux et puzzles";"0.00";""
"1417";"Porte-monnaie Marauders Map";"Sacs et Porte-monnaies";"N/A";"7.71";"Inconnu";"";"15.50";"0.200";"SDTWRN24165";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Maison et accessoires > Sacs et Porte-monnaies";"0.00";""
"1418";"Puzzle Christmas at Hogwarts (550 pièces)";"Jeux et puzzles";"N/A";"6.87";"Inconnu";"";"13.90";"0.200";"USAPZ010-686";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Jeux et puzzles";"0.00";""
"1426";"Un monde de magie";"Livres";"N/A";"29.86";"Inconnu";"";"45.00";"0.055";"J01347";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Papeterie > Livres";"0.00";""
"1427";"HARRY POTTER ET LA CHAMBRE DES SECRETS - II - GRYFFONDOR";"Livres";"N/A";"17.58";"Inconnu";"";"26.50";"0.055";"J01626";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Papeterie > Livres";"0.00";""
"1428";"HARRY POTTER ET LE PRISONNIER D'AZKABAN - SERDAIGLE";"Livres";"N/A";"18.91";"Inconnu";"";"28.50";"0.055";"J01629";"";"0.00";"";"";"";"0";"0";"1";"1";"";"1";"Papeterie > Livres";"0.00";""
"1430";"Harry Potter et la chambre des secrets MinaLima";"Livres";"N/A";"24.89";"Inconnu";"";"37.50";"0.055";"J03434";"";"0.00";"";"";"";"0";"0";"1";"1";"";"0";"Papeterie > Livres";"0.00";""
