Date;Journal;Compte comptable;Libellé;Taxe;D;C;Echéance
2023/01/03;VT;581;Z de caisse 03/01/2023;;0.00;;
2023/01/04;VT;581;Z de caisse 04/01/2023;;0.00;;
2023/01/11;VT;___remises___;Z de caisse 11/01/2023;20%;16.63;
2023/01/11;VT;707200;Z de caisse 11/01/2023;20%;;873.36
2023/01/11;VT;707200;Z de caisse 11/01/2023;5.5%;;52.13
2023/01/11;VT;445712;Z de caisse 11/01/2023;;;171.35
2023/01/11;VT;445715;Z de caisse 11/01/2023;;;2.87
2023/01/11;VT;581;Z de caisse 11/01/2023;;979.08;;
2023/01/11;VT;582;Z de caisse 11/01/2023;;103.99;;
2023/01/11;VT;;Z de caisse 11/01/2023;;0.01;;
2023/01/12;VT;707200;Z de caisse 12/01/2023;20%;;190.53
2023/01/12;VT;445712;Z de caisse 12/01/2023;;;38.11
2023/01/12;VT;581;Z de caisse 12/01/2023;;164.69;;
2023/01/12;VT;582;Z de caisse 12/01/2023;;63.95;;
2023/01/13;VT;___remises___;Z de caisse 13/01/2023;20%;16.81;
2023/01/13;VT;707200;Z de caisse 13/01/2023;20%;;429.47
2023/01/13;VT;707200;Z de caisse 13/01/2023;5.5%;;51.04
2023/01/13;VT;445712;Z de caisse 13/01/2023;;;82.53
2023/01/13;VT;445715;Z de caisse 13/01/2023;;;2.81
2023/01/13;VT;581;Z de caisse 13/01/2023;;505.48;;
2023/01/13;VT;582;Z de caisse 13/01/2023;;43.56;;
2023/01/14;VT;___remises___;Z de caisse 14/01/2023;20%;17.98;
2023/01/14;VT;707200;Z de caisse 14/01/2023;20%;;1256.88
2023/01/14;VT;707200;Z de caisse 14/01/2023;5.5%;;26.35
2023/01/14;VT;707200;Z de caisse 14/01/2023;0%;50;
2023/01/14;VT;445712;Z de caisse 14/01/2023;;;247.78
2023/01/14;VT;445715;Z de caisse 14/01/2023;;;1.45
2023/01/14;VT;581;Z de caisse 14/01/2023;;1141.29;;
2023/01/14;VT;582;Z de caisse 14/01/2023;;323.19;;
2023/01/17;VT;___remises___;Z de caisse 17/01/2023;20%;73.08;
2023/01/17;VT;707200;Z de caisse 17/01/2023;20%;;650.53
2023/01/17;VT;445712;Z de caisse 17/01/2023;;;115.49
2023/01/17;VT;581;Z de caisse 17/01/2023;;685.09;;
2023/01/17;VT;582;Z de caisse 17/01/2023;;7.85;;
2023/01/18;VT;___remises___;Z de caisse 18/01/2023;20%;18.17;
2023/01/18;VT;707200;Z de caisse 18/01/2023;20%;;513.16
2023/01/18;VT;707200;Z de caisse 18/01/2023;0%;15;
2023/01/18;VT;445712;Z de caisse 18/01/2023;;;99.00
2023/01/18;VT;581;Z de caisse 18/01/2023;;483.39;;
2023/01/18;VT;582;Z de caisse 18/01/2023;;95.60;;
2023/01/19;VT;707200;Z de caisse 19/01/2023;20%;;252.81
2023/01/19;VT;707200;Z de caisse 19/01/2023;5.5%;;12.23
2023/01/19;VT;445712;Z de caisse 19/01/2023;;;50.56
2023/01/19;VT;445715;Z de caisse 19/01/2023;;;0.67
2023/01/19;VT;581;Z de caisse 19/01/2023;;274.39;;
2023/01/19;VT;582;Z de caisse 19/01/2023;;41.88;;
2023/01/20;VT;707200;Z de caisse 20/01/2023;5.5%;;79.24
2023/01/20;VT;707200;Z de caisse 20/01/2023;20%;;269.20
2023/01/20;VT;445715;Z de caisse 20/01/2023;;;4.36
2023/01/20;VT;445712;Z de caisse 20/01/2023;;;53.84
2023/01/20;VT;581;Z de caisse 20/01/2023;;378.74;;
2023/01/20;VT;582;Z de caisse 20/01/2023;;27.90;;
2023/01/21;VT;707200;Z de caisse 21/01/2023;20%;;1135.22
2023/01/21;VT;707200;Z de caisse 21/01/2023;5.5%;;159.95
2023/01/21;VT;707200;Z de caisse 21/01/2023;0%;;11.99
2023/01/21;VT;445712;Z de caisse 21/01/2023;;;227.04
2023/01/21;VT;445715;Z de caisse 21/01/2023;;;8.80
2023/01/21;VT;581;Z de caisse 21/01/2023;;1006.82;;
2023/01/21;VT;582;Z de caisse 21/01/2023;;536.18;;
2023/01/24;VT;707200;Z de caisse 24/01/2023;20%;;172.63
2023/01/24;VT;445712;Z de caisse 24/01/2023;;;34.53
2023/01/24;VT;581;Z de caisse 24/01/2023;;107.26;;
