"id";"Actif";"Libellé"
1;1;MinaLima;;;;
2;1;Noble Collection;;;;
3;1;Distrineo;;;;
4;1;Heo;;;;
5;1;AbysseCorp;;;;
6;1;CottonDivision;;;;
7;1;MyAmericanMarket;;;;
8;1;Jardin d'Edriann;;;;
9;1;Lisa Forques;;;;
10;1;Lonely Broomstick;;;;
11;1;Orpiment Potion;;;;
12;1;Lochaven;;;;
13;1;Literary Emporium;;;;
14;1;Well Read Company;;;;
15;1;Heinen Delfts;;;;
16;1;Der Kramer;;;;
17;1;Magic and Books;;;;
18;1;TCS;;;;
