"id";"Libellé";"En ligne";"Catégorie";"Marque";"Type de déclinaison";"Déclinaison";"id Déclinaison";"Code-barres";"Prix d'achat HT";"Fournisseur";"Ref. fournisseur";"Prix de vente";"Taxe";"Prix soldé";"points +";"points -";"La Muchette"
"1406";"Harry Potter porte-monnaie / étui à cartes de visite Hogwarts Letter";"1";"Sacs et Porte-monnaies";"";"0";"";"0";"CRD2600000689";"9.84";"";"";"20.95";"0.200";"0.00";"0";"0";"0"
"1407";"Sac Gryffindor";"1";"Sacs et Porte-monnaies";"";"0";"";"0";"GRV91786";"36.79";"";"";"70.00";"0.200";"0.00";"0";"0";"0"
"1408";"Mug Dobby";"1";"Mugs et verres";"";"0";"";"0";"HMB-MUGBHP33";"5.89";"";"";"12.00";"0.200";"0.00";"0";"0";"0"
"1410";"Décorations sapin Gryffindor Stocking";"1";"Décorations";"";"0";"";"0";"NEMN-B5617T1";"6.36";"";"";"14.00";"0.200";"0.00";"0";"0";"0"
"1411";"Décorations sapin Slytherin Stocking";"1";"Décorations";"";"0";"";"0";"NEMN-B5618T1";"7.14";"";"";"14.00";"0.200";"0.00";"0";"0";"0"
"1412";"Décorations sapin Hufflepuff Stocking";"1";"Décorations";"";"0";"";"0";"NEMN-B5619T1";"7.14";"";"";"14.00";"0.200";"0.00";"0";"0";"0"
"1413";"Décorations sapin Ravenclaw Stocking";"1";"Décorations";"";"0";"";"0";"NEMN-B5620T1";"7.14";"";"";"14.00";"0.200";"0.00";"0";"0";"2"
"1414";"Puzzle Icons (1000 pièces)";"1";"Jeux et puzzles";"";"0";"";"0";"NMR65270";"8.45";"";"";"20.00";"0.200";"12.00";"0";"0";"0"
"1416";"Puzzle Harry Potter à Poudlard (500 pièces)";"1";"Jeux et puzzles";"";"0";"";"0";"RAVE14821";"6.31";"";"";"12.90";"0.200";"0.00";"0";"0";"0"
"1417";"Porte-monnaie Marauders Map";"1";"Sacs et Porte-monnaies";"";"0";"";"0";"SDTWRN24165";"7.71";"";"";"15.50";"0.200";"0.00";"0";"0";"0"
"1418";"Puzzle Christmas at Hogwarts (550 pièces)";"1";"Jeux et puzzles";"";"0";"";"0";"USAPZ010-686";"6.87";"";"";"13.90";"0.200";"0.00";"0";"0";"0"
"1426";"Un monde de magie";"1";"Livres";"";"0";"";"0";"J01347";"29.86";"";"";"45.00";"0.055";"0.00";"0";"0";"1"
"1427";"HARRY POTTER ET LA CHAMBRE DES SECRETS - II - GRYFFONDOR";"1";"Livres";"";"0";"";"0";"J01626";"17.58";"";"";"26.50";"0.055";"0.00";"0";"0";"0"
"1428";"HARRY POTTER ET LE PRISONNIER D'AZKABAN - SERDAIGLE";"1";"Livres";"";"0";"";"0";"J01629";"18.91";"";"";"28.50";"0.055";"0.00";"0";"0";"1"
"1430";"Harry Potter et la chambre des secrets MinaLima";"1";"Livres";"";"0";"";"0";"J03434";"24.89";"";"";"37.50";"0.055";"0.00";"0";"0";"0"
"1433";"Harry Potter à l'école des sorciers - Gryffondor";"1";"Livres";"";"0";"";"0";"J00823";"16.25";"";"";"24.50";"0.055";"0.00";"0";"0";"0"
"1434";"Le Quidditch à travers les ages";"1";"Livres";"";"0";"";"0";"J02902";"20.33";"";"";"32.50";"0.055";"0.00";"0";"0";"0"
"1436";"Livre de cuisine Harry Potter";"1";"Livres";"";"0";"";"0";"J03384";"13.20";"";"";"19.90";"0.055";"0.00";"0";"0";"1"
"1437";"Quidditch a travers les ages poche";"1";"Livres";"";"0";"";"0";"A62517";"9.23";"";"";"13.90";"0.055";"0.00";"0";"0";"0"
"1443";"Porte-clés peluche - Ron Weasley";"1";"Porte-clés";"";"0";"";"0";"CR2747";"4.30";"";"";"9.95";"0.200";"0.00";"0";"0";"2"
"1444";"Porte-clés peluche - Fleur Delacour";"1";"Porte-clés";"";"0";"";"0";"CR2748";"4.30";"";"";"9.95";"0.200";"0.00";"0";"0";"2"
"1445";"Porte-clés peluche - Hagrid";"1";"Porte-clés";"";"0";"";"0";"CR2744";"4.30";"";"";"9.95";"0.200";"0.00";"0";"0";"3"
"1446";"Porte-clés peluche - Luna Lovegood";"1";"Porte-clés";"";"0";"";"0";"CR2746";"4.30";"";"";"9.95";"0.200";"0.00";"0";"0";"2"
"1448";"Porte-clés peluche - Cedric Diggory coupe des trois sorciers";"1";"Porte-clés";"";"0";"";"0";"CR2742";"4.30";"";"";"9.95";"0.200";"0.00";"0";"0";"3"
"1449";"Porte-clés peluche - Harry Potter coupe des trois sorciers";"1";"Porte-clés";"";"0";"";"0";"CR2741";"4.30";"";"";"9.95";"0.200";"0.00";"0";"0";"2"
"1450";"Serre-livres Cavalier blanc - Échiquier des sorciers - Défi final ";"1";"Pièces de collection";"";"0";"";"0";"NN8723";"36.40";"";"";"69.95";"0.200";"0.00";"0";"0";"0"
"1451";"Créatures magiques - Croûtard ";"1";"Autres";"";"0";"";"0";"NN7686";"18.20";"";"";"34.90";"0.200";"0.00";"0";"0";"1"
"1452";"Peluche Magyar à pointes ";"1";"Peluches";"";"0";"";"0";"NN7970";"23.40";"";"";"44.95";"0.200";"0.00";"0";"0";"0"
"1453";"Pièces des Gobelins de Gringotts";"1";"Pièces de collection";"";"0";"";"0";"NN7234";"19.50";"";"";"34.95";"0.200";"0.00";"0";"0";"1"
"1454";"Baguette de Katie Bell";"1";"Baguettes personnages";"";"0";"";"0";"NN8274";"18.85";"";"";"35.95";"0.200";"0.00";"0";"0";"1"
"1455";"Porte-clés Macusa - Animaux Fantastiques";"1";"Porte-clés";"";"0";"";"0";"NN5618";"5.33";"";"";"11.90";"0.200";"7.00";"0";"0";"0"
"1456";"Armoiries Serpentard";"1";"Décorations";"";"0";"";"0";"NN7744";"29.90";"";"";"56.95";"0.200";"0.00";"0";"0";"1"
"1457";"Serre-livres Cavalier noir - Échiquier des sorciers - Défi final ";"1";"Pièces de collection";"";"0";"";"0";"NN8722";"36.40";"";"";"69.95";"0.200";"0.00";"0";"0";"0"
"1458";"Pendentif de Grindelwald Gellert ";"1";"Colliers et pendentifs";"";"0";"";"0";"NN8123";"9.10";"";"";"19.90";"0.200";"0.00";"0";"0";"0"
"1461";"Tirage A4 - Les petits pas du Nord - Gaelle Levalet";"1";"Papeterie";"";"0";"";"0";"2430000014611";"8.00";"";"";"16.00";"0.200";"0.00";"0";"0";"6"
"1462";"Tirage A3 - Les petits pas du Nord - Gaelle Levalet";"1";"Papeterie";"";"0";"";"0";"2430000014628";"15.00";"";"";"30.00";"0.200";"0.00";"0";"0";"0"
"1463";"Gringotts Piece en chocolat";"1";"Friandises";"";"0";"";"0";"JB-COIN-1";"3.35";"";"";"5.90";"0.055";"0.00";"0";"0";"0"
"1465";"Pack 3 produits Plateforme 9 3/4 ";"1";"Maison et accessoires";"";"0";"";"0";"DO4250";"14.50";"";"";"29.95";"0.200";"0.00";"0";"0";"0"
"1466";"Collier Armoirie de Poudlard";"1";"Colliers et pendentifs";"";"0";"";"0";"EWNX0026";"5.20";"";"";"11.99";"0.200";"0.00";"0";"0";"1"
"1467";"Stylo Serpentard";"1";"Stylos et sceaux";"";"0";"";"0";"EHPP023";"2.45";"";"";"5.99";"0.200";"0.00";"0";"0";"0"
"1468";"Tote Bag - Plateforme 9 3/4 ";"1";"Sacs et Porte-monnaies";"";"0";"";"0";"MAP2400";"4.70";"";"";"10.00";"0.200";"0.00";"0";"0";"2"
"1469";"Collier Armoirie de Griffondor";"1";"Colliers et pendentifs";"";"0";"";"0";"EWNX0022";"5.75";"";"";"12.99";"0.200";"0.00";"0";"0";"1"
"1470";"Tote Bag - Carte du Maraudeur ";"1";"Sacs et Porte-monnaies";"";"0";"";"0";"MAP2401";"4.70";"";"";"10.00";"0.200";"0.00";"0";"0";"0"
"1471";"Collier Armoirie de Serdaigle";"1";"Colliers et pendentifs";"";"0";"";"0";"EWNX0025";"5.75";"";"";"12.99";"0.200";"0.00";"0";"0";"2"
"1473";"Collier Armoirie de Poufsouffle";"1";"Colliers et pendentifs";"";"0";"";"0";"EWNX0024";"5.75";"";"";"12.99";"0.200";"0.00";"0";"0";"1"
"1474";"Stylo Serdaigle";"1";"Stylos et sceaux";"";"0";"";"0";"EHPP025";"2.45";"";"";"5.99";"0.200";"0.00";"0";"0";"0"
"1475";"Stylo Poufsouffle";"1";"Stylos et sceaux";"";"0";"";"0";"EHPP024";"2.45";"";"";"5.99";"0.200";"0.00";"0";"0";"1"
"1476";"Stylo Gryffondor";"1";"Stylos et sceaux";"";"0";"";"0";"EHPP022";"2.45";"";"";"5.99";"0.200";"0.00";"0";"0";"0"
"1477";"Baguette Luna Lovegood Blister";"1";"Baguettes personnages";"";"0";"";"0";"NN8554";"15.60";"";"";"29.90";"0.200";"0.00";"0";"0";"0"
"1478";"Set de papeterie Blue Sky";"1";"Papeterie";"";"0";"";"0";"BSSHP147706";"3.95";"";"";"9.90";"0.200";"0.00";"0";"0";"0"
"1479";"Harry Potter POP! Movies Vinyl figurine Ron on Broom 9 cm";"1";"POP";"";"0";"";"0";"FK26721-REV1";"7.99";"";"";"14.99";"0.200";"0.00";"0";"0";"0"
"1481";"Mug Ravenclaw";"1";"Mugs et verres";"";"0";"";"0";"MG24652";"5.49";"";"";"11.99";"0.200";"0.00";"0";"0";"0"
"1482";"Mug Slytherin Stripe";"1";"Mugs et verres";"";"0";"";"0";"MG25571";"5.49";"";"";"11.99";"0.200";"0.00";"0";"0";"0"
"1483";"Décorations sapin Hedwig ";"1";"Décorations";"";"0";"";"0";"NEMN-B5625T1-6";"5.90";"";"";"14.00";"0.200";"0.00";"0";"0";"0"
"1484";"Décorations sapin Harry";"1";"Décorations";"";"0";"";"0";"NEMN-B5668T1-6";"7.08";"";"";"14.00";"0.200";"0.00";"0";"0";"1"
"1485";"Décorations sapin Ron ";"1";"Décorations";"";"0";"";"0";"NEMN-B5669T1-6";"7.08";"";"";"14.00";"0.200";"0.00";"0";"0";"0"
"1486";"Décorations sapin Hermione";"1";"Décorations";"";"0";"";"0";"NEMN-B5670T1-6";"7.08";"";"";"14.00";"0.200";"0.00";"0";"0";"1"
"1488";"Mug de Noël Poudlard ";"1";"Mugs et verres";"";"0";"";"0";"ABYMUGA047";"4.99";"";"";"9.99";"0.200";"0.00";"0";"0";"0"
"1489";"Théière - set avec chaudrons Poudlard";"1";"Cuisine";"";"0";"";"0";"ABYTAB024";"29.99";"";"";"59.99";"0.200";"0.00";"0";"0";"2"
"1490";"ELIXIR DE LA SIRENE";"1";"Friandises";"";"0";"";"0";"006433BIS";"2.33";"";"";"5.00";"0.055";"0.00";"0";"0";"0"
"1491";"Créatures magiques - Mandragore";"1";"Autres";"";"0";"";"0";"NN7699";"18.20";"";"";"34.90";"0.200";"0.00";"0";"0";"0"
"1492";"Flocons en verre - Gaëlle Levalet";"1";"Papeterie";"";"0";"";"0";"2430000014925";"1.50";"";"";"3.00";"0.200";"0.00";"0";"0";"12"
"1493";"Décoration sapin Mandragore";"1";"Décorations";"";"0";"";"0";"B5676T1";"7.03";"";"";"14.99";"0.200";"0.00";"0";"0";"0"
"1494";"Décoration sapin Platform 9/34";"1";"Décorations";"";"0";"";"0";"NEMN-B5677T1-6";"8.54";"";"";"15.00";"0.200";"0.00";"0";"0";"0"
"1496";"Décorations sapin Lettre de Poudlard";"1";"Décorations";"";"0";"";"0";"B5673T1";"4.33";"";"";"9.00";"0.200";"0.00";"0";"0";"0"
"1497";"Décoration sapin Baguette de Severus";"1";"Décorations";"";"0";"";"0";"NEMN-B5667T1-6";"4.37";"";"";"9.00";"0.200";"0.00";"0";"0";"0"
"1498";"Décoration sapin Baguette d'Hermione";"1";"Décorations";"";"0";"";"0";"NEMN-B5666T1-6";"4.37";"";"";"9.00";"0.200";"0.00";"0";"0";"0"
"1499";"Décoration sapin Baguette de Ron";"1";"Décorations";"";"0";"";"0";"NEMN-B5665T1-6";"4.37";"";"";"9.00";"0.200";"0.00";"0";"0";"3"
"1500";"Décoration sapin Baguette d'Harry";"1";"Décorations";"";"0";"";"0";"NEMN-B5664T1-6";"4.37";"";"";"9.00";"0.200";"0.00";"0";"0";"0"
"1501";"Décoration sapin Love Potion";"1";"Décorations";"";"0";"";"0";"B5624T1";"7.03";"";"";"14.99";"0.200";"0.00";"0";"0";"2"
"1502";"Décoration sapin Vif d'or";"1";"Décorations";"";"0";"";"0";"B5623T1";"8.13";"";"";"16.00";"0.200";"0.00";"0";"0";"0"
"1503";"Décoration sapin Marque des Ténèbres";"1";"Décorations";"";"0";"";"0";"NEMN-B5621T1-6";"5.45";"";"";"12.00";"0.200";"0.00";"0";"0";"0"
"1510";"Pull de Noël Serdaigle";"1";"Pulls";"";"Taille";"6-9ans";"6";"2430060015108";"24.00";"";"";"44.95";"0.200";"15.00";"0";"0";"0"
"1510";"Pull de Noël Serdaigle";"1";"Pulls";"";"Taille";"10-12ans";"7";"2430070015105";"24.00";"";"";"44.95";"0.200";"15.00";"0";"0";"0"
"1510";"Pull de Noël Serdaigle";"1";"Pulls";"";"Taille";"XS";"1";"2430010015103";"24.00";"";"";"44.95";"0.200";"15.00";"0";"0";"0"
"1510";"Pull de Noël Serdaigle";"1";"Pulls";"";"Taille";"S";"2";"5056463457603";"24.00";"";"";"44.95";"0.200";"15.00";"0";"0";"0"
"1510";"Pull de Noël Serdaigle";"1";"Pulls";"";"Taille";"M";"3";"5056463457610";"24.00";"";"";"44.95";"0.200";"15.00";"0";"0";"0"
"1510";"Pull de Noël Serdaigle";"1";"Pulls";"";"Taille";"L";"4";"5056463457627";"24.00";"";"";"44.95";"0.200";"15.00";"0";"0";"0"
"1510";"Pull de Noël Serdaigle";"1";"Pulls";"";"Taille";"XL";"5";"2430050015101";"24.00";"";"";"44.95";"0.200";"15.00";"0";"0";"0"
"1510";"Pull de Noël Serdaigle";"1";"Pulls";"";"Taille";"XXL";"8";"2430080015102";"24.00";"";"";"44.95";"0.200";"15.00";"0";"0";"0"
"1511";"Collection de Marque-pages Horcruxes";"1";"Pièces de collection";"";"0";"";"0";"NN8773";"17.55";"";"";"34.90";"0.200";"0.00";"0";"0";"2"
"1513";"Pin’s Dragées de Bertie Crochue ";"1";"Badges et Pin's";"";"0";"";"0";"EHPPB0246";"3.05";"";"";"7.99";"0.200";"0.00";"0";"0";"0"
"1514";"Collier Armoirie de Serpentard";"1";"Colliers et pendentifs";"";"0";"";"0";"EWNX0023";"5.75";"";"";"12.99";"0.200";"0.00";"0";"0";"0"
"1515";"Porte-clés peluche - Harry Potter en tenue de Quidditch";"1";"Porte-clés";"";"0";"";"0";"CR2731";"4.30";"";"";"9.95";"0.200";"0.00";"0";"0";"3"
"1516";"Porte-clés peluche - Hermione Granger";"1";"Porte-clés";"";"0";"";"0";"CR2732";"4.30";"";"";"9.95";"0.200";"0.00";"0";"0";"3"
"1519";"Sac à main simili cuir Gryffindor";"1";"Sacs et Porte-monnaies";"";"0";"";"0";"CRD2100003702";"8.52";"";"";"16.95";"0.200";"0.00";"0";"0";"0"
"1520";"Sac à bandoulière Honey Gryffindor";"1";"Sacs et Porte-monnaies";"";"0";"";"0";"KMN02209";"18.54";"";"";"39.95";"0.200";"0.00";"0";"0";"0"
"1521";"Sac à bandoulière Honey Hogwarts";"1";"Sacs et Porte-monnaies";"";"0";"";"0";"KMN02219";"16.55";"";"";"34.95";"0.200";"0.00";"0";"0";"0"
"1522";"Sac à bandoulière Satchel Gryffindor";"1";"Sacs et Porte-monnaies";"";"0";"";"0";"KMN02817";"19.95";"";"";"39.95";"0.200";"0.00";"0";"0";"0"
"1523";"Sac à bandoulière Satchel Hogwarts";"1";"Sacs et Porte-monnaies";"";"0";"";"0";"KMN02818";"19.95";"";"";"39.95";"0.200";"0.00";"0";"0";"0"
"1524";"Sac à bandoulière Round Hogwarts Express";"1";"Sacs et Porte-monnaies";"";"0";"";"0";"KMN02833";"11.95";"";"";"24.95";"0.200";"0.00";"0";"0";"0"
"1525";"Sac à bandoulière Satchel Hogwarts Express";"1";"Sacs et Porte-monnaies";"";"0";"";"0";"KMN02834";"18.95";"";"";"39.95";"0.200";"0.00";"0";"0";"0"
"1526";"Bouteille isotherme 500ml - Gryffondor ";"1";"Mugs et verres";"";"0";"";"0";"MAP4021MINI";"5.95";"";"";"12.95";"0.200";"0.00";"0";"0";"2"
"1527";"Pack 3 produits Carte du Maraudeur ";"1";"Maison et accessoires";"";"0";"";"0";"DO4251";"14.50";"";"";"29.95";"0.200";"0.00";"0";"0";"0"
"1529";"Bouteille isotherme 500ml - Poudlard";"1";"Mugs et verres";"";"0";"";"0";"DO4002";"9.25";"";"";"19.95";"0.200";"0.00";"0";"0";"1"
"1530";"Bouteille isotherme 350ml - Poufsouffle";"1";"Mugs et verres";"";"0";"";"0";"MAP4024MINI";"5.95";"";"";"12.95";"0.200";"0.00";"0";"0";"0"
"1531";"Bouteille isotherme 350ml - Serdaigle ";"1";"Mugs et verres";"";"0";"";"0";"MAP4023MINI";"5.95";"";"";"12.95";"0.200";"0.00";"0";"0";"1"
"1533";"Bouteille isotherme 350ml - Hermione et Mandragore ";"1";"Mugs et verres";"";"0";"";"0";"MAP4005MINI";"5.95";"";"";"12.95";"0.200";"0.00";"0";"0";"1"
"1534";"Bouteille isotherme 350ml - Serpentard ";"1";"Mugs et verres";"";"0";"";"0";"MAP4022MINI";"5.95";"";"";"12.95";"0.200";"0.00";"0";"0";"1"
"1535";"Bouteille isotherme 500ml - Hedwige ";"1";"Mugs et verres";"";"0";"";"0";"MAP4006";"10.50";"";"";"22.95";"0.200";"0.00";"0";"0";"2"
"1539";"Porte-clé peluche Hedwige";"1";"Porte-clés";"";"0";"";"0";"ABYKEY346";"4.99";"";"";"9.99";"0.200";"0.00";"0";"0";"0"
"1540";"Mug - 250ml - Elfique";"1";"Mugs et verres";"";"0";"";"0";"ABYMUG840";"4.99";"";"";"9.99";"0.200";"0.00";"0";"0";"0"
"1541";"Poster "liste d'école" ";"1";"Posters";"";"0";"";"0";"ABYDCO779";"3.60";"";"";"7.20";"0.200";"0.00";"0";"0";"10"
"1542";"Chope 3D - Poney Fringant ";"1";"Mugs et verres";"";"0";"";"0";"ABYMUG853";"8.49";"";"";"16.99";"0.200";"11.89";"0";"0";"0"
"1543";"Pendentif Coeur - Ron Weasley";"1";"Colliers et pendentifs";"";"0";"";"0";"NN8112";"49.40";"";"";"89.95";"0.200";"0.00";"0";"0";"1"
"1544";"Porte-clés Dragées de Bertie Crochue ";"1";"Porte-clés";"";"0";"";"0";"EKR000246";"6.50";"";"";"13.99";"0.200";"0.00";"0";"0";"2"
"1545";"Puzzle Harry at Hogwarts (500 pièces)";"1";"Jeux et puzzles";"";"0";"";"0";"CLMT35083";"6.22";"";"";"15.00";"0.200";"0.00";"0";"0";"0"
"1546";"Puzzle Briefcase (1000 pièces)";"1";"Jeux et puzzles";"";"0";"";"0";"CLMT61882";"7.66";"";"";"16.90";"0.200";"0.00";"0";"0";"0"
"1547";"Puzzle Panorama Characters";"1";"Jeux et puzzles";"";"0";"";"0";"CLMT61883";"7.70";"";"";"16.90";"0.200";"0.00";"0";"0";"0"
"1548";"Puzzle Super Color Harry, Ron & Hermione";"1";"Jeux et puzzles";"";"0";"";"0";"CLMT61885";"5.90";"";"";"13.90";"0.200";"0.00";"0";"0";"0"
"1551";"Mug Gryffindor Stripe";"1";"Mugs et verres";"";"0";"";"0";"MG25568";"5.49";"";"";"10.99";"0.200";"0.00";"0";"0";"0"
"1552";"Mugs Houses";"1";"Mugs et verres";"";"0";"";"0";"STR20082";"3.62";"";"";"9.99";"0.200";"0.00";"0";"0";"0"
"1553";"Mug 3D - Quatre maisons";"1";"Mugs et verres";"";"0";"";"0";"ABYMUG917";"7.49";"";"";"15.99";"0.200";"0.00";"0";"0";"0"
"1555";"Décorations sapin Choixpeau";"1";"Décorations";"";"0";"";"0";"B5616T1";"7.03";"";"";"14.99";"0.200";"0.00";"0";"0";"0"
"1571";"Harry Potter Porte-monnaie Essential Gryffindor";"1";"Sacs et Porte-monnaies";"";"0";"";"0";"KMN02814";"12.45";"";"";"29.90";"0.200";"20.00";"0";"0";"0"
"1572";"Harry Potter sac à bandoulière Round Wings";"1";"Sacs et Porte-monnaies";"";"0";"";"0";"KMN02895";"11.95";"";"";"24.95";"0.200";"0.00";"0";"0";"0"
"1573";"Décorations sapin Hogwarts Suitcase";"1";"Décorations";"";"0";"";"0";"NEMN-B5622T1-6";"5.92";"";"";"12.00";"0.200";"0.00";"0";"0";"0"
"1578";"Bouteille isotherme 500ml - Hedwige ";"1";"Mugs et verres";"";"0";"";"0";"MAP4006MINI";"6.50";"";"";"14.95";"0.200";"0.00";"0";"0";"1"
"1580";"Présentoir 4 baguettes La Carte Du Maraudeur";"1";"Présentoirs";"";"0";"";"0";"NN7905";"92.30";"";"";"179.95";"0.200";"0.00";"0";"0";"0"
"1583";"Stickers Maisons - effet émail";"1";"Stickers";"";"0";"";"0";"STFE-0029E";"2.11";"";"";"4.50";"0.200";"0.00";"0";"0";"0"
"1584";"Pack Stickers - Journal Planner";"1";"Stickers";"";"0";"";"0";"STPL-0020E";"2.20";"";"";"6.95";"0.200";"0.00";"0";"0";"0"
"1589";"Ouvre-lettres épée de Gryffondor sur présentoir";"1";"Pièces de collection";"";"0";"";"0";"NN7855";"24.70";"";"";"47.95";"0.200";"0.00";"0";"0";"1"
"1590";"Réplique Collector du balai Nimbus 2001";"1";"Pièces de collection";"";"0";"";"0";"NN7535";"175.00";"";"";"299.00";"0.200";"0.00";"0";"0";"0"
"1597";"Bonnet Serdaigle pompom";"1";"Bonnets et gants";"";"0";"";"0";"ACHAPOMBN037";"8.90";"";"";"17.99";"0.200";"0.00";"0";"0";"0"
"1600";"Pack 3 Puzzles Characters (3 x 1000 pièces)";"1";"Jeux et puzzles";"";"0";"";"0";"CLMT61884";"17.89";"";"";"35.90";"0.200";"0.00";"0";"0";"0"
"1601";"Oreiller Logo & Hedwig 40 x 40 cm";"1";"Décorations";"";"0";"";"0";"HHE55744-04-003";"5.69";"";"";"11.99";"0.200";"0.00";"0";"0";"0"
"1603";"Carnet de notes Premium A5 Hogwarts Express Ticket";"1";"Carnets";"";"0";"";"0";"SR72500";"7.49";"";"";"15.00";"0.200";"0.00";"0";"0";"0"
"1604";"Marque-page Patronus Harry Potter - Boudchou";"1";"Papeterie";"";"0";"";"0";"2430000016042";"1.50";"";"";"3.00";"0.200";"0.00";"0";"0";"0"
"1606";"HARRY POTTER ET L'ORDRE DU PHENIX - POUFSOUFFLE ";"1";"Livres";"";"0";"";"0";"J01635";"22.23";"";"";"33.50";"0.055";"0.00";"0";"0";"0"
"1607";"HARRY POTTER ET L'ORDRE DU PHENIX - SERPENTARD";"1";"Livres";"";"0";"";"0";"J01636";"22.23";"";"";"33.50";"0.055";"0.00";"0";"0";"1"
"1608";"HARRY POTTER ET L'ORDRE DU PHENIX - SERDAIGLE";"1";"Livres";"";"0";"";"0";"J01637";"22.23";"";"";"33.50";"0.055";"0.00";"0";"0";"1"
"1609";"Harry Potter Destination Serdaigle";"1";"Livres";"";"0";"";"0";"J03612";"11.61";"";"";"19.90";"0.200";"0.00";"0";"0";"1"
"1610";"Harry Potter Destination Poufsouffle";"1";"Livres";"";"0";"";"0";"J03613";"11.61";"";"";"19.90";"0.200";"0.00";"0";"0";"1"
"1611";"HARRY POTTER ET L'ORDRE DU PHENIX - GRYFFONDOOR";"1";"Livres";"";"0";"";"0";"J01638";"22.23";"";"";"33.50";"0.055";"0.00";"0";"0";"1"
"1613";"Harry Potter Destination Gryffondor";"1";"Livres";"";"0";"";"0";"J03610";"11.61";"";"";"19.90";"0.200";"0.00";"0";"0";"0"
"1614";"Harry Potter Destination Serpentard";"1";"Livres";"";"0";"";"0";"J03611";"11.61";"";"";"19.90";"0.200";"0.00";"0";"0";"0"
"1615";"Carte Anniversaire "Stupid Fat Hobbit"";"1";"Cartes";"";"0";"";"0";"SG000113";"1.98";"";"";"4.50";"0.200";"0.00";"0";"0";"0"
"1616";"Carte "I love you my precious"";"1";"Cartes";"";"0";"";"0";"SG000119";"1.98";"";"";"4.50";"0.200";"0.00";"0";"0";"0"
"1617";"Carte Anniversaire "Oldermort"";"1";"Cartes";"";"0";"";"0";"SG000175";"1.98";"";"";"4.50";"0.200";"0.00";"0";"0";"0"
"1618";"Carte pop-up "Poudlard"";"1";"Cartes";"";"0";"";"0";"POP90";"4.40";"";"";"10.90";"0.200";"7.00";"0";"0";"0"
"1619";"Carte pop-up "Poudlard Express"";"1";"Cartes";"";"0";"";"0";"POP91";"4.40";"";"";"10.90";"0.200";"8.72";"0";"0";"0"
"1620";"Collier - Pièces de la Comté - ShirePostMint";"1";"Colliers et pendentifs";"";"0";"";"0";"ME-SH-P1";"13.21";"";"";"26.90";"0.200";"21.52";"0";"0";"0"
"1621";"Ensemble de cinq pièces de la Terre du Milieu - Shirepostmint";"1";"Pièces de collection";"";"0";"";"0";"ME-ME-SET02";"19.37";"";"";"39.99";"0.200";"0.00";"0";"0";"0"
"1622";"Ensemble de quatre pièces de la Comté - Shirepostmint";"1";"Pièces de collection";"";"0";"";"0";"ME-SH-SET01";"11.01";"";"";"24.99";"0.200";"0.00";"0";"0";"0"
"1623";"Carte Anniversaire - Happee Birthdae";"1";"Cartes";"";"0";"";"0";"GCII39";"2.54";"";"";"4.95";"0.200";"0.00";"0";"0";"0"
"1625";"Lot de 3 paires de chaussettes courtes Gryffondor ";"1";"Chaussettes";"";"0";"";"0";"CR1631";"5.70";"";"";"11.95";"0.200";"0.00";"0";"0";"0"
"1626";"Lot de 3 paires de chaussettes courtes Serpentard ";"1";"Chaussettes";"";"0";"";"0";"CR1632";"5.70";"";"";"11.95";"0.200";"0.00";"0";"0";"0"
"1627";"Lot de 3 paires de chaussettes courtes Serdaigle";"1";"Chaussettes";"";"0";"";"0";"CR1633";"5.70";"";"";"11.95";"0.200";"0.00";"0";"0";"0"
"1628";"Lot de 3 paires de chaussettes courtes Poufsouffle";"1";"Chaussettes";"";"0";"";"0";"CR1634";"5.80";"";"";"11.95";"0.200";"0.00";"0";"0";"0"
"1630";"Serre-Livre 9 3/4 ";"1";"Décorations";"";"0";"";"0";"6003337";"45.65";"";"";"89.99";"0.200";"62.99";"0";"0";"0"
"1641";"Bâton de Maugrey fol œil";"1";"Pièces de collection";"";"0";"";"0";"NN7732";"111.76";"";"";"209.99";"0.200";"0.00";"0";"0";"0"
"1644";"Sculpture - Les Détraqueurs";"1";"Pièces de collection";"";"0";"";"0";"NN7062";"46.80";"";"";"84.00";"0.200";"0.00";"0";"0";"1"
"1645";"Porte-clés peluche - Albus Dumbledore";"1";"Porte-clés";"";"0";"";"0";"CR2734";"4.30";"";"";"9.95";"0.200";"0.00";"0";"0";"1"
"1646";"Porte-clés peluche - Viktor Krum";"1";"Porte-clés";"";"0";"";"0";"CR2749";"4.30";"";"";"9.95";"0.200";"0.00";"0";"0";"1"
"1648";"Set de papeterie ";"1";"Papeterie";"";"0";"";"0";"BSSLHP523";"3.95";"";"";"9.90";"0.200";"0.00";"0";"0";"0"
"1649";"Sac à dos Diagon Alley Sequin - Loungefly ";"1";"Sacs et Porte-monnaies";"";"0";"";"0";"LF-HPBK0150";"41.06";"";"";"79.99";"0.200";"63.99";"0";"0";"0"
"1650";"Sac à bandoulière Diagon Alley - Loungefly";"1";"Sacs et Porte-monnaies";"";"0";"";"0";"LF-HPTB0175";"41.06";"";"";"79.99";"0.200";"0.00";"0";"0";"0"
"1651";"Masque de Lucius Malefoy";"1";"Pièces de collection";"";"0";"";"0";"NN7118";"65.00";"";"";"119.95";"0.200";"0.00";"0";"0";"0"
"1652";"Peluche collector de Kreattur ";"1";"Peluches";"";"0";"";"0";"NN8926";"23.40";"";"";"44.95";"0.200";"0.00";"0";"0";"0"
