ID;Nom;EAN;Mon Prix Achat HT;Mon Prix Vente TTC;Mon Coef;Ma Marge Brute %;Prix Min Marché;Prix Max Marché;Prix Moyen Marché;3 Reliques;4 Maisons;Wizard Shop;2 Balais;Confiance;Conseil
"1352";"LES ANIMAUX FANTASTIQUES - VIE ET HABITAT";"J00819";"21.57";"32.50";"1.51";"20.4%";"31.99";"39.95";"34.23";"32.50";"31.99";"39.95";"32.50";"0.89";"Marge faible (Vérifier)"
"1354";"Baguette Bellatrix Blister";"NN8568";"15.60";"29.90";"1.92";"37.4%";"29.90";"38.00";"31.96";"29.90";"29.99";"29.95";"38.00";"0.81";"Marge faible (Vérifier)"
"1359";"Porte-clés 3D Sablier Gryffondor ";"ABYKEY393";"5.99";"12.00";"2.00";"40.1%";"11.95";"13.90";"12.71";"13.90";"11.99";"11.95";"12.99";"0.81";"Marge faible (Vérifier)"
"1363";"Chaussettes - Black & Grey - Dobby";"ABYSOC015";"5.99";"12.00";"2.00";"40.1%";"13.90";"14.90";"14.40";"13.90";"-";"14.90";"-";"0.61";"Opportunité (Augmenter !)"
"1364";"Stylo Nimbus 2000 Flottant";"GIFWOW007";"11.45";"22.90";"2.00";"40.0%";"24.90";"24.90";"24.90";"-";"-";"-";"24.90";"1.09";"Marge faible (Vérifier)"
"1365";"POP! Vinyl: Harry Potter: Luna Lovegood";"FK6572";"7.49";"14.99";"2.00";"40.0%";"13.99";"15.95";"14.96";"14.90";"14.99";"15.95";"13.99";"0.78";"Marge faible (Vérifier)"
"1366";"Créatures magiques - Pattenrond ";"NN7680";"17.55";"34.90";"1.99";"39.7%";"34.90";"36.90";"35.42";"36.90";"34.99";"34.90";"34.90";"0.90";"Marge faible (Vérifier)"
"1368";"Boucles d’oreille puces diadème de Serdaigle ";"EWES00124";"2.80";"8.99";"3.21";"62.6%";"8.90";"11.99";"9.72";"8.90";"8.99";"9.00";"11.99";"0.85";"RAS"
"1369";"Collier Quai 9 3/4";"EWNX0011";"5.75";"12.99";"2.26";"46.9%";"11.90";"15.00";"12.97";"11.90";"11.99";"15.00";"12.99";"0.78";"RAS"
"1371";"Collier Éclair";"EWNX0105";"5.75";"12.99";"2.26";"46.9%";"11.90";"12.99";"12.63";"11.90";"12.99";"-";"12.99";"1.08";"RAS"
"1377";"Porte-clés Diadème de Serdaigle ";"EKR000124";"5.95";"12.99";"2.18";"45.0%";"11.99";"15.00";"13.72";"14.90";"11.99";"15.00";"12.99";"0.95";"Marge faible (Vérifier)"
"1378";"Porte-clés Fumseck";"EKR000113";"6.50";"13.99";"2.15";"44.2%";"12.90";"14.90";"13.45";"14.90";"12.99";"12.90";"12.99";"0.98";"Marge faible (Vérifier)"
"1379";"Porte-clés peluche - Norbert Dragonneau";"CR2739";"4.30";"9.95";"2.31";"48.1%";"9.99";"9.99";"9.99";"-";"9.99";"-";"9.99";"0.93";"RAS"
"1380";"Porte-clés peluche - Drago Malefoy";"CR2733";"4.30";"9.95";"2.31";"48.1%";"9.99";"13.90";"11.95";"13.90";"-";"-";"9.99";"0.93";"RAS"
"1382";"Collier Vif d’or";"EWNX0004";"5.75";"12.99";"2.26";"46.9%";"11.90";"13.99";"12.70";"11.90";"12.99";"11.90";"13.99";"1.20";"RAS"
"1384";"Anneau Reliques de la mort en argent 925ème";"ERR0054";"33.80";"69.99";"2.07";"42.0%";"69.90";"69.90";"69.90";"69.90";"-";"-";"-";"0.70";"Marge faible (Vérifier)"
"1386";"POP! Vinyl: Voldemort";"FK5861";"8.24";"16.99";"2.06";"41.8%";"16.90";"16.99";"16.96";"16.90";"16.99";"-";"16.99";"0.69";"Marge faible (Vérifier)"
"1389";"Journal intime Gryffondor - Courage";"J03395";"11.61";"19.90";"1.71";"30.0%";"19.90";"19.90";"19.90";"19.90";"-";"19.90";"19.90";"0.85";"Marge faible (Vérifier)"
"1390";"Journal intime Poufsouffle - Loyauté";"J03396";"11.61";"19.90";"1.71";"30.0%";"19.90";"19.90";"19.90";"19.90";"-";"19.90";"19.90";"0.90";"Marge faible (Vérifier)"
"1391";"Journal intime Serdaigle - Sagesse";"J03397";"11.61";"19.90";"1.71";"30.0%";"19.90";"19.99";"19.92";"19.90";"19.99";"19.90";"19.90";"0.79";"Marge faible (Vérifier)"
"1392";"Journal intime Serpentard - Ambition";"J03398";"11.61";"19.90";"1.71";"30.0%";"19.90";"19.90";"19.90";"-";"-";"19.90";"19.90";"0.95";"Marge faible (Vérifier)"
"1397";"Poster « Château de  Poudlard » roulé filmé (91.5x61)";"ABYDCO767";"3.60";"7.20";"2.00";"40.0%";"7.90";"7.99";"7.95";"7.90";"7.99";"-";"-";"0.63";"Marge faible (Vérifier)"
"1398";"Poster « Serpentard  » roulé filmé (91.5x61)";"ABYDCO777";"3.60";"7.20";"2.00";"40.0%";"7.90";"7.90";"7.90";"7.90";"-";"-";"-";"0.82";"Marge faible (Vérifier)"
"1399";"Poster « Gryffondor  » roulé filmé (91.5x61)";"ABYDCO778";"3.60";"7.20";"2.00";"40.0%";"7.90";"7.90";"7.90";"7.90";"-";"-";"-";"0.82";"Marge faible (Vérifier)"
"1400";"Porte-clés 3D  Sablier Serpentard ";"ABYKEY394";"5.99";"12.00";"2.00";"40.1%";"11.95";"13.90";"12.71";"13.90";"11.99";"11.95";"12.99";"0.87";"Marge faible (Vérifier)"
"1402";"Puzzle Expecto Patronum (500 pièces)";"CLMT35082";"5.96";"12.90";"2.16";"44.6%";"11.90";"17.99";"13.96";"11.90";"11.99";"-";"17.99";"0.67";"Marge faible (Vérifier)"
"1403";"Puzzle Harry vs. the Dark Arts (1000 pièces)";"CLMT39586";"7.66";"16.90";"2.21";"45.6%";"16.99";"17.99";"17.66";"16.99";"17.99";"-";"17.99";"0.66";"RAS"
"1404";"Puzzle Impossible Portraits";"CLMT61881";"8.00";"20.00";"2.50";"52.0%";"19.90";"19.90";"19.90";"19.90";"-";"-";"-";"0.92";"RAS"
"1406";"Harry Potter porte-monnaie / étui à cartes de visite Hogwarts Letter";"CRD2600000689";"9.84";"20.95";"2.13";"43.6%";"19.99";"19.99";"19.99";"-";"-";"-";"19.99";"0.75";"Marge faible (Vérifier)"
"1407";"Sac Gryffindor";"GRV91786";"36.79";"70.00";"1.90";"36.9%";"59.90";"69.99";"64.96";"59.90";"69.99";"-";"65.00";"0.73";"Marge faible (Vérifier)"
"1408";"Mug Dobby";"HMB-MUGBHP33";"5.89";"12.00";"2.04";"41.1%";"11.00";"15.90";"13.45";"15.90";"-";"11.00";"-";"0.81";"Marge faible (Vérifier)"
"1410";"Décorations sapin Gryffindor Stocking";"NEMN-B5617T1";"6.36";"14.00";"2.20";"45.5%";"13.90";"14.90";"14.40";"13.90";"-";"14.90";"-";"0.79";"RAS"
"1411";"Décorations sapin Slytherin Stocking";"NEMN-B5618T1";"7.14";"14.00";"1.96";"38.8%";"12.99";"13.90";"13.45";"13.90";"12.99";"-";"-";"0.64";"Marge faible (Vérifier)"
"1412";"Décorations sapin Hufflepuff Stocking";"NEMN-B5619T1";"7.14";"14.00";"1.96";"38.8%";"13.90";"14.90";"14.40";"13.90";"-";"14.90";"-";"0.71";"Marge faible (Vérifier)"
"1413";"Décorations sapin Ravenclaw Stocking";"NEMN-B5620T1";"7.14";"14.00";"1.96";"38.8%";"13.90";"14.90";"14.40";"13.90";"-";"14.90";"-";"0.63";"Marge faible (Vérifier)"
"1414";"Puzzle Icons (1000 pièces)";"NMR65270";"8.45";"20.00";"2.37";"49.3%";"19.90";"19.99";"19.97";"19.99";"19.99";"19.90";"19.99";"0.79";"RAS"
"1416";"Puzzle Harry Potter à Poudlard (500 pièces)";"RAVE14821";"6.31";"12.90";"2.04";"41.3%";"16.99";"17.99";"17.49";"-";"17.99";"-";"16.99";"0.66";"Opportunité (Augmenter !)"
"1417";"Porte-monnaie Marauders Map";"SDTWRN24165";"7.71";"15.50";"2.01";"40.3%";"10.99";"16.90";"13.95";"16.90";"10.99";"16.90";"10.99";"0.73";"Marge faible (Vérifier)"
"1426";"Un monde de magie";"J01347";"29.86";"45.00";"1.51";"20.4%";"45.00";"45.00";"45.00";"45.00";"-";"-";"45.00";"1.08";"Marge faible (Vérifier)"
"1427";"HARRY POTTER ET LA CHAMBRE DES SECRETS - II - GRYFFONDOR";"J01626";"17.58";"26.50";"1.51";"20.4%";"25.90";"26.50";"26.30";"-";"25.90";"26.50";"26.50";"0.81";"Marge faible (Vérifier)"
"1428";"HARRY POTTER ET LE PRISONNIER D'AZKABAN - SERDAIGLE";"J01629";"18.91";"28.50";"1.51";"20.4%";"27.40";"28.50";"28.13";"-";"27.40";"28.50";"28.50";"0.90";"Marge faible (Vérifier)"
"1430";"Harry Potter et la chambre des secrets MinaLima";"J03434";"24.89";"37.50";"1.51";"20.4%";"37.50";"39.90";"38.70";"39.90";"39.90";"37.50";"37.50";"0.81";"Marge faible (Vérifier)"
"1433";"Harry Potter à l'école des sorciers - Gryffondor";"J00823";"16.25";"24.50";"1.51";"20.4%";"22.50";"24.90";"23.60";"24.90";"22.50";"22.50";"24.50";"0.85";"Marge faible (Vérifier)"
"1434";"Le Quidditch à travers les ages";"J02902";"20.33";"32.50";"1.60";"24.9%";"32.50";"32.50";"32.50";"32.50";"32.50";"-";"32.50";"1.02";"Marge faible (Vérifier)"
"1436";"Livre de cuisine Harry Potter";"J03384";"13.20";"19.90";"1.51";"20.4%";"19.90";"19.90";"19.90";"19.90";"19.90";"-";"19.90";"1.20";"Marge faible (Vérifier)"
"1437";"Quidditch a travers les ages poche";"A62517";"9.23";"13.90";"1.51";"20.3%";"12.90";"13.90";"13.23";"13.90";"-";"12.90";"12.90";"1.07";"Marge faible (Vérifier)"
"1443";"Porte-clés peluche - Ron Weasley";"CR2747";"4.30";"9.95";"2.31";"48.1%";"8.00";"11.90";"9.96";"11.90";"-";"8.00";"9.99";"0.77";"RAS"
"1444";"Porte-clés peluche - Fleur Delacour";"CR2748";"4.30";"9.95";"2.31";"48.1%";"8.00";"9.99";"9.00";"-";"-";"8.00";"9.99";"0.77";"RAS"
"1445";"Porte-clés peluche - Hagrid";"CR2744";"4.30";"9.95";"2.31";"48.1%";"8.00";"13.90";"10.63";"13.90";"-";"8.00";"9.99";"0.79";"RAS"
"1446";"Porte-clés peluche - Luna Lovegood";"CR2746";"4.30";"9.95";"2.31";"48.1%";"8.99";"9.99";"9.63";"9.90";"8.99";"-";"9.99";"0.73";"RAS"
"1449";"Porte-clés peluche - Harry Potter coupe des trois sorciers";"CR2741";"4.30";"9.95";"2.31";"48.1%";"9.30";"12.90";"10.73";"12.90";"9.30";"-";"9.99";"0.69";"RAS"
"1450";"Serre-livres Cavalier blanc - Échiquier des sorciers - Défi final ";"NN8723";"36.40";"69.95";"1.92";"37.6%";"69.90";"70.00";"69.93";"69.90";"-";"69.90";"70.00";"0.86";"Marge faible (Vérifier)"
"1451";"Créatures magiques - Croûtard ";"NN7686";"18.20";"34.90";"1.92";"37.4%";"34.90";"36.90";"35.60";"36.90";"34.99";"34.90";"-";"1.06";"Marge faible (Vérifier)"
"1452";"Peluche Magyar à pointes ";"NN7970";"23.40";"44.95";"1.92";"37.5%";"44.95";"44.99";"44.97";"-";"44.99";"44.95";"-";"1.16";"Marge faible (Vérifier)"
"1453";"Pièces des Gobelins de Gringotts";"NN7234";"19.50";"34.95";"1.79";"33.0%";"34.90";"36.99";"35.94";"36.90";"36.99";"34.90";"34.95";"1.04";"Marge faible (Vérifier)"
"1454";"Baguette de Katie Bell";"NN8274";"18.85";"35.95";"1.91";"37.1%";"36.99";"39.95";"38.23";"37.99";"36.99";"39.95";"38.00";"0.91";"Marge faible (Vérifier)"
"1455";"Porte-clés Macusa - Animaux Fantastiques";"NN5618";"5.33";"11.90";"2.23";"46.3%";"12.90";"12.99";"12.93";"12.90";"12.99";"-";"12.90";"0.78";"RAS"
"1456";"Armoiries Serpentard";"NN7744";"29.90";"56.95";"1.90";"37.0%";"45.00";"59.90";"55.45";"59.90";"56.99";"45.00";"59.90";"1.02";"Marge faible (Vérifier)"
"1457";"Serre-livres Cavalier noir - Échiquier des sorciers - Défi final ";"NN8722";"36.40";"69.95";"1.92";"37.6%";"69.90";"70.00";"69.93";"69.90";"-";"69.90";"70.00";"0.80";"Marge faible (Vérifier)"
"1458";"Pendentif de Grindelwald Gellert ";"NN8123";"9.10";"19.90";"2.19";"45.1%";"17.90";"19.99";"18.96";"-";"18.99";"17.90";"19.99";"0.88";"Marge faible (Vérifier)"
"1463";"Gringotts Piece en chocolat";"JB-COIN-1";"3.35";"5.90";"1.76";"31.9%";"4.99";"4.99";"4.99";"-";"4.99";"-";"-";"0.81";"Trop cher (Baisser !)"
"1466";"Collier Armoirie de Poudlard";"EWNX0026";"5.20";"11.99";"2.31";"48.0%";"11.99";"15.00";"13.30";"12.90";"-";"15.00";"11.99";"0.71";"RAS"
"1467";"Stylo Serpentard";"EHPP023";"2.45";"5.99";"2.44";"50.9%";"4.50";"6.90";"5.70";"6.90";"-";"-";"4.50";"0.70";"RAS"
"1468";"Tote Bag - Plateforme 9 3/4 ";"MAP2400";"4.70";"10.00";"2.13";"43.6%";"9.90";"12.00";"10.95";"9.90";"-";"12.00";"-";"1.07";"Marge faible (Vérifier)"
"1469";"Collier Armoirie de Griffondor";"EWNX0022";"5.75";"12.99";"2.26";"46.9%";"12.95";"12.99";"12.97";"-";"12.99";"12.95";"-";"0.73";"RAS"
"1470";"Tote Bag - Carte du Maraudeur ";"MAP2401";"4.70";"10.00";"2.13";"43.6%";"8.99";"10.99";"9.97";"9.90";"10.99";"10.00";"8.99";"0.83";"Marge faible (Vérifier)"
"1471";"Collier Armoirie de Serdaigle";"EWNX0025";"5.75";"12.99";"2.26";"46.9%";"11.90";"12.95";"12.27";"11.90";"11.95";"12.95";"-";"0.81";"RAS"
"1473";"Collier Armoirie de Poufsouffle";"EWNX0024";"5.75";"12.99";"2.26";"46.9%";"9.99";"12.99";"11.96";"11.90";"12.99";"12.95";"9.99";"0.80";"RAS"
"1474";"Stylo Serdaigle";"EHPP025";"2.45";"5.99";"2.44";"50.9%";"4.99";"6.90";"5.95";"6.90";"-";"-";"4.99";"0.71";"RAS"
"1475";"Stylo Poufsouffle";"EHPP024";"2.45";"5.99";"2.44";"50.9%";"4.99";"7.90";"6.45";"7.90";"-";"-";"4.99";"0.74";"RAS"
"1476";"Stylo Gryffondor";"EHPP022";"2.45";"5.99";"2.44";"50.9%";"4.50";"4.90";"4.70";"4.90";"-";"-";"4.50";"0.69";"Trop cher (Baisser !)"
"1477";"Baguette Luna Lovegood Blister";"NN8554";"15.60";"29.90";"1.92";"37.4%";"35.95";"39.99";"37.96";"37.90";"39.99";"35.95";"38.00";"0.84";"Opportunité (Augmenter !)"
"1478";"Set de papeterie Blue Sky";"BSSHP147706";"3.95";"9.90";"2.51";"52.1%";"7.90";"9.99";"8.95";"-";"-";"7.90";"9.99";"0.75";"RAS"
"1483";"Décorations sapin Hedwig ";"NEMN-B5625T1-6";"5.90";"14.00";"2.37";"49.4%";"12.99";"14.90";"13.93";"13.90";"12.99";"14.90";"-";"0.84";"RAS"
"1484";"Décorations sapin Harry";"NEMN-B5668T1-6";"7.08";"14.00";"1.98";"39.3%";"12.99";"14.90";"13.93";"13.90";"12.99";"14.90";"-";"0.78";"Marge faible (Vérifier)"
"1485";"Décorations sapin Ron ";"NEMN-B5669T1-6";"7.08";"14.00";"1.98";"39.3%";"12.99";"14.90";"13.70";"13.90";"12.99";"14.90";"12.99";"0.75";"Marge faible (Vérifier)"
"1486";"Décorations sapin Hermione";"NEMN-B5670T1-6";"7.08";"14.00";"1.98";"39.3%";"12.99";"14.90";"13.70";"13.90";"12.99";"14.90";"12.99";"0.71";"Marge faible (Vérifier)"
"1488";"Mug de Noël Poudlard ";"ABYMUGA047";"4.99";"9.99";"2.00";"40.1%";"9.90";"9.90";"9.90";"9.90";"-";"-";"-";"0.64";"Marge faible (Vérifier)"
"1489";"Théière - set avec chaudrons Poudlard";"ABYTAB024";"29.99";"59.99";"2.00";"40.0%";"49.90";"59.99";"56.60";"59.90";"59.99";"49.90";"-";"0.74";"Marge faible (Vérifier)"
"1490";"ELIXIR DE LA SIRENE";"006433BIS";"2.33";"5.00";"2.15";"44.1%";"4.99";"4.99";"4.99";"-";"4.99";"-";"-";"0.69";"Marge faible (Vérifier)"
"1491";"Créatures magiques - Mandragore";"NN7699";"18.20";"34.90";"1.92";"37.4%";"34.90";"36.90";"35.42";"36.90";"34.99";"34.90";"34.90";"0.94";"Marge faible (Vérifier)"
"1493";"Décoration sapin Mandragore";"B5676T1";"7.03";"14.99";"2.13";"43.7%";"13.90";"14.90";"14.40";"13.90";"-";"14.90";"-";"0.74";"Marge faible (Vérifier)"
"1494";"Décoration sapin Platform 9/34";"NEMN-B5677T1-6";"8.54";"15.00";"1.76";"31.7%";"13.90";"14.90";"14.40";"13.90";"-";"14.90";"-";"0.71";"Marge faible (Vérifier)"
"1496";"Décorations sapin Lettre de Poudlard";"B5673T1";"4.33";"9.00";"2.08";"42.3%";"8.99";"9.90";"9.45";"9.90";"8.99";"-";"-";"0.65";"Marge faible (Vérifier)"
"1501";"Décoration sapin Love Potion";"B5624T1";"7.03";"14.99";"2.13";"43.7%";"12.99";"14.90";"13.93";"13.90";"-";"14.90";"12.99";"0.68";"Marge faible (Vérifier)"
"1502";"Décoration sapin Vif d'or";"B5623T1";"8.13";"16.00";"1.97";"39.0%";"12.99";"14.90";"13.93";"13.90";"12.99";"14.90";"-";"0.76";"Trop cher (Baisser !)"
"1503";"Décoration sapin Marque des Ténèbres";"NEMN-B5621T1-6";"5.45";"12.00";"2.20";"45.5%";"12.99";"14.90";"13.63";"-";"12.99";"14.90";"12.99";"0.65";"RAS"
"1510";"Pull de Noël Serdaigle";"PNSD01";"24.00";"44.95";"1.87";"35.9%";"35.00";"50.00";"44.97";"49.90";"44.99";"35.00";"50.00";"0.87";"Marge faible (Vérifier)"
"1511";"Collection de Marque-pages Horcruxes";"NN8773";"17.55";"34.90";"1.99";"39.7%";"34.90";"36.99";"35.67";"35.90";"36.99";"34.90";"34.90";"1.03";"Marge faible (Vérifier)"
"1513";"Pin’s Dragées de Bertie Crochue ";"EHPPB0246";"3.05";"7.99";"2.62";"54.2%";"9.90";"9.90";"9.90";"-";"-";"9.90";"-";"1.00";"Opportunité (Augmenter !)"
"1514";"Collier Armoirie de Serpentard";"EWNX0023";"5.75";"12.99";"2.26";"46.9%";"11.90";"12.99";"12.71";"11.90";"12.99";"12.95";"12.99";"0.79";"RAS"
"1515";"Porte-clés peluche - Harry Potter en tenue de Quidditch";"CR2731";"4.30";"9.95";"2.31";"48.1%";"9.99";"9.99";"9.99";"-";"-";"-";"9.99";"0.78";"RAS"
"1516";"Porte-clés peluche - Hermione Granger";"CR2732";"4.30";"9.95";"2.31";"48.1%";"9.90";"9.99";"9.93";"9.90";"-";"9.90";"9.99";"0.91";"RAS"
"1520";"Sac à bandoulière Honey Gryffindor";"KMN02209";"18.54";"39.95";"2.15";"44.3%";"29.90";"29.90";"29.90";"-";"-";"29.90";"-";"0.77";"Trop cher (Baisser !)"
"1521";"Sac à bandoulière Honey Hogwarts";"KMN02219";"16.55";"34.95";"2.11";"43.2%";"24.90";"24.90";"24.90";"-";"-";"24.90";"-";"0.71";"Trop cher (Baisser !)"
"1522";"Sac à bandoulière Satchel Gryffindor";"KMN02817";"19.95";"39.95";"2.00";"40.1%";"29.90";"49.99";"39.95";"-";"49.99";"29.90";"-";"0.67";"Marge faible (Vérifier)"
"1523";"Sac à bandoulière Satchel Hogwarts";"KMN02818";"19.95";"39.95";"2.00";"40.1%";"49.99";"49.99";"49.99";"-";"49.99";"-";"-";"0.70";"Opportunité (Augmenter !)"
"1524";"Sac à bandoulière Round Hogwarts Express";"KMN02833";"11.95";"24.95";"2.09";"42.5%";"24.90";"24.90";"24.90";"-";"-";"24.90";"-";"0.76";"Marge faible (Vérifier)"
"1525";"Sac à bandoulière Satchel Hogwarts Express";"KMN02834";"18.95";"39.95";"2.11";"43.1%";"49.99";"49.99";"49.99";"-";"49.99";"-";"-";"0.66";"Opportunité (Augmenter !)"
"1526";"Bouteille isotherme 500ml - Gryffondor ";"MAP4021MINI";"5.95";"12.95";"2.18";"44.9%";"12.90";"14.99";"13.63";"12.90";"12.99";"-";"14.99";"0.89";"Marge faible (Vérifier)"
"1527";"Pack 3 produits Carte du Maraudeur ";"DO4251";"14.50";"29.95";"2.07";"41.9%";"27.99";"31.90";"29.69";"31.90";"27.99";"29.90";"28.99";"0.74";"Marge faible (Vérifier)"
"1529";"Bouteille isotherme 500ml - Poudlard";"DO4002";"9.25";"19.95";"2.16";"44.4%";"19.90";"22.99";"21.45";"19.90";"19.99";"22.90";"22.99";"0.88";"Marge faible (Vérifier)"
"1530";"Bouteille isotherme 350ml - Poufsouffle";"MAP4024MINI";"5.95";"12.95";"2.18";"44.9%";"12.90";"14.99";"13.63";"12.90";"12.99";"-";"14.99";"0.93";"Marge faible (Vérifier)"
"1531";"Bouteille isotherme 350ml - Serdaigle ";"MAP4023MINI";"5.95";"12.95";"2.18";"44.9%";"12.90";"14.99";"13.63";"12.90";"12.99";"-";"14.99";"0.86";"Marge faible (Vérifier)"
"1533";"Bouteille isotherme 350ml - Hermione et Mandragore ";"MAP4005MINI";"5.95";"12.95";"2.18";"44.9%";"12.90";"14.99";"13.63";"12.90";"12.99";"-";"14.99";"0.79";"Marge faible (Vérifier)"
"1534";"Bouteille isotherme 350ml - Serpentard ";"MAP4022MINI";"5.95";"12.95";"2.18";"44.9%";"12.90";"14.99";"13.63";"12.90";"12.99";"-";"14.99";"0.92";"Marge faible (Vérifier)"
"1535";"Bouteille isotherme 500ml - Hedwige ";"MAP4006";"10.50";"22.95";"2.19";"45.1%";"19.99";"22.99";"21.94";"21.90";"19.99";"22.90";"22.99";"1.08";"Marge faible (Vérifier)"
"1539";"Porte-clé peluche Hedwige";"ABYKEY346";"4.99";"9.99";"2.00";"40.1%";"9.99";"13.90";"11.93";"13.90";"-";"11.90";"9.99";"0.84";"Marge faible (Vérifier)"
"1541";"Poster liste d'école ";"ABYDCO779";"3.60";"7.20";"2.00";"40.0%";"7.90";"7.90";"7.90";"7.90";"-";"-";"-";"0.92";"Marge faible (Vérifier)"
"1542";"Chope 3D - Poney Fringant ";"ABYMUG853";"8.49";"16.99";"2.00";"40.0%";"12.90";"12.90";"12.90";"12.90";"-";"-";"-";"0.62";"Trop cher (Baisser !)"
"1544";"Porte-clés Dragées de Bertie Crochue ";"EKR000246";"6.50";"13.99";"2.15";"44.2%";"14.90";"16.99";"15.93";"14.90";"16.99";"15.90";"-";"0.93";"Marge faible (Vérifier)"
"1545";"Puzzle Harry at Hogwarts (500 pièces)";"CLMT35083";"6.22";"15.00";"2.41";"50.2%";"16.99";"19.99";"18.49";"16.99";"-";"-";"19.99";"0.65";"Opportunité (Augmenter !)"
"1546";"Puzzle Briefcase (1000 pièces)";"CLMT61882";"7.66";"16.90";"2.21";"45.6%";"16.99";"19.99";"18.32";"16.99";"17.99";"-";"19.99";"0.73";"RAS"
"1547";"Puzzle Panorama Characters";"CLMT61883";"7.70";"16.90";"2.19";"45.3%";"19.90";"19.90";"19.90";"19.90";"-";"-";"-";"0.72";"Opportunité (Augmenter !)"
"1551";"Mug Gryffindor Stripe";"MG25568";"5.49";"10.99";"2.00";"40.1%";"10.00";"10.00";"10.00";"-";"-";"10.00";"-";"0.64";"Trop cher (Baisser !)"
"1555";"Décorations sapin Choixpeau";"B5616T1";"7.03";"14.99";"2.13";"43.7%";"12.99";"14.90";"13.93";"13.90";"-";"14.90";"12.99";"0.76";"Marge faible (Vérifier)"
"1571";"Harry Potter Porte-monnaie Essential Gryffindor";"KMN02814";"12.45";"29.90";"2.40";"50.0%";"24.90";"39.00";"29.63";"24.90";"24.99";"-";"39.00";"0.68";"RAS"
"1578";"Bouteille isotherme 500ml - Hedwige ";"MAP4006MINI";"6.50";"14.95";"2.30";"47.8%";"12.99";"19.90";"15.96";"19.90";"12.99";"-";"14.99";"0.88";"RAS"
"1580";"Présentoir 4 baguettes La Carte Du Maraudeur";"NN7905";"92.30";"179.95";"1.95";"38.4%";"179.90";"179.95";"179.94";"179.90";"179.95";"179.95";"179.95";"1.07";"Marge faible (Vérifier)"
"1589";"Ouvre-lettres épée de Gryffondor sur présentoir";"NN7855";"24.70";"47.95";"1.94";"38.2%";"44.95";"49.90";"46.21";"49.90";"44.99";"44.95";"45.00";"0.81";"Marge faible (Vérifier)"
"1590";"Réplique Collector du balai Nimbus 2001";"NN7535";"175.00";"299.00";"1.71";"29.8%";"299.00";"369.00";"316.97";"299.90";"299.99";"299.00";"369.00";"0.88";"Marge faible (Vérifier)"
"1597";"Bonnet Serdaigle pompom";"ACHAPOMBN037";"8.90";"17.99";"2.02";"40.6%";"17.90";"20.90";"19.70";"20.90";"17.90";"20.00";"19.99";"0.84";"Marge faible (Vérifier)"
"1603";"Carnet de notes Premium A5 Hogwarts Express Ticket";"SR72500";"7.49";"15.00";"2.00";"40.1%";"14.90";"17.99";"16.45";"-";"-";"14.90";"17.99";"0.70";"Marge faible (Vérifier)"
"1606";"HARRY POTTER ET L'ORDRE DU PHENIX - POUFSOUFFLE ";"J01635";"22.23";"33.50";"1.51";"20.4%";"29.90";"35.90";"32.70";"35.90";"31.50";"29.90";"33.50";"0.72";"Marge faible (Vérifier)"
"1607";"HARRY POTTER ET L'ORDRE DU PHENIX - SERPENTARD";"J01636";"22.23";"33.50";"1.51";"20.4%";"29.90";"33.50";"31.63";"-";"31.50";"29.90";"33.50";"0.76";"Marge faible (Vérifier)"
"1608";"HARRY POTTER ET L'ORDRE DU PHENIX - SERDAIGLE";"J01637";"22.23";"33.50";"1.51";"20.4%";"29.90";"33.50";"31.63";"-";"31.50";"29.90";"33.50";"0.77";"Marge faible (Vérifier)"
"1609";"Harry Potter Destination Serdaigle";"J03612";"11.61";"19.90";"1.71";"30.0%";"19.90";"19.99";"19.93";"-";"19.99";"19.90";"19.90";"0.71";"Marge faible (Vérifier)"
"1610";"Harry Potter Destination Poufsouffle";"J03613";"11.61";"19.90";"1.71";"30.0%";"19.90";"20.90";"20.15";"20.90";"19.90";"19.90";"19.90";"0.75";"Marge faible (Vérifier)"
"1611";"HARRY POTTER ET L'ORDRE DU PHENIX - GRYFFONDOOR";"J01638";"22.23";"33.50";"1.51";"20.4%";"29.90";"33.50";"31.10";"-";"29.90";"29.90";"33.50";"0.78";"Marge faible (Vérifier)"
"1613";"Harry Potter Destination Gryffondor";"J03610";"11.61";"19.90";"1.71";"30.0%";"19.90";"20.90";"20.20";"20.90";"19.99";"19.90";"19.99";"0.68";"Marge faible (Vérifier)"
"1614";"Harry Potter Destination Serpentard";"J03611";"11.61";"19.90";"1.71";"30.0%";"19.90";"20.90";"20.15";"20.90";"19.90";"19.90";"19.90";"0.72";"Marge faible (Vérifier)"
"1618";"Carte pop-up Poudlard";"POP90";"4.40";"10.90";"2.48";"51.6%";"8.90";"10.99";"9.96";"8.90";"10.99";"10.00";"-";"0.65";"RAS"
"1619";"Carte pop-up Poudlard Express";"POP91";"4.40";"10.90";"2.48";"51.6%";"9.90";"11.99";"11.20";"9.90";"10.99";"11.90";"11.99";"0.72";"RAS"
"1623";"Carte Anniversaire - Happee Birthdae";"GCII39";"2.54";"4.95";"1.95";"38.4%";"4.99";"4.99";"4.99";"-";"-";"-";"4.99";"0.64";"Marge faible (Vérifier)"
"1625";"Lot de 3 paires de chaussettes courtes Gryffondor ";"CR1631";"5.70";"11.95";"2.10";"42.8%";"13.90";"14.99";"14.70";"13.90";"14.99";"14.90";"14.99";"0.80";"Opportunité (Augmenter !)"
